Day,Date,S&P 500,S&P 500 norm,S&P 500 y/y,S&P 500 y/y norm,S&P 500 m/m,S&P 500 m/m norm
21337,2006-08-31,1303.82,5.09,0.068,5.09,0.0213,25.54
21338,2006-09-01,1335.85,8.96,0.087,8.96,0.0246,27.27
21367,2006-09-30,1335.85,8.96,0.087,8.96,0.0246,27.27
21368,2006-10-01,1377.94,20.16,0.142,20.16,0.0315,30.9
21398,2006-10-31,1377.94,20.16,0.142,20.16,0.0315,30.9
21399,2006-11-01,1400.63,15.89,0.121,15.89,0.0165,23.02
21428,2006-11-30,1400.63,15.89,0.121,15.89,0.0165,23.02
21429,2006-12-01,1418.3,18.94,0.136,18.94,0.0126,20.97
21459,2006-12-31,1418.3,18.94,0.136,18.94,0.0126,20.97
21460,2007-01-01,1438.24,16.5,0.124,16.5,0.0141,21.76
21490,2007-01-31,1438.24,16.5,0.124,16.5,0.0141,21.76
21491,2007-02-01,1406.82,11.41,0.099,11.41,-0.0218,2.89
21518,2007-02-28,1406.82,11.41,0.099,11.41,-0.0218,2.89
21519,2007-03-01,1420.86,11.0,0.097,11.0,0.01,19.6
21549,2007-03-31,1420.86,11.0,0.097,11.0,0.01,19.6
21550,2007-04-01,1482.37,17.92,0.131,17.92,0.0433,37.1
21579,2007-04-30,1482.37,17.92,0.131,17.92,0.0433,37.1
21580,2007-05-01,1530.62,32.99,0.205,32.99,0.0325,31.42
21610,2007-05-31,1530.62,32.99,0.205,32.99,0.0325,31.42
21611,2007-06-01,1503.35,28.72,0.184,28.72,-0.0178,4.99
21640,2007-06-30,1503.35,28.72,0.184,28.72,-0.0178,4.99
21641,2007-07-01,1455.27,19.76,0.14,19.76,-0.032,-2.47
21671,2007-07-31,1455.27,19.76,0.14,19.76,-0.032,-2.47
21672,2007-08-01,1473.99,17.92,0.131,17.92,0.0129,21.12
21702,2007-08-31,1473.99,17.92,0.131,17.92,0.0129,21.12
21703,2007-09-01,1526.75,20.37,0.143,20.37,0.0358,33.16
21732,2007-09-30,1526.75,20.37,0.143,20.37,0.0358,33.16
21733,2007-10-01,1549.38,16.5,0.124,16.5,0.0148,22.12
21763,2007-10-31,1549.38,16.5,0.124,16.5,0.0148,22.12
21764,2007-11-01,1481.14,3.05,0.058,3.05,-0.044,-8.78
21793,2007-11-30,1481.14,3.05,0.058,3.05,-0.044,-8.78
21794,2007-12-01,1468.36,-1.63,0.035,-1.63,-0.0086,9.83
21824,2007-12-31,1468.36,-1.63,0.035,-1.63,-0.0086,9.83
21825,2008-01-01,1378.55,-17.31,-0.042,-17.31,-0.0612,-17.81
21855,2008-01-31,1378.55,-17.31,-0.042,-17.31,-0.0612,-17.81
21856,2008-02-01,1330.63,-19.76,-0.054,-19.76,-0.0348,-3.94
21884,2008-02-29,1330.63,-19.76,-0.054,-19.76,-0.0348,-3.94
21885,2008-03-01,1322.7,-22.81,-0.069,-22.81,-0.006,11.19
21915,2008-03-31,1322.7,-22.81,-0.069,-22.81,-0.006,11.19
21916,2008-04-01,1385.59,-22.0,-0.065,-22.0,0.0475,39.31
21945,2008-04-30,1385.59,-22.0,-0.065,-22.0,0.0475,39.31
21946,2008-05-01,1400.38,-26.07,-0.085,-26.07,0.0107,19.97
21976,2008-05-31,1400.38,-26.07,-0.085,-26.07,0.0107,19.97
21977,2008-06-01,1280.0,-39.1,-0.149,-39.1,-0.086,-30.85
22006,2008-06-30,1280.0,-39.1,-0.149,-39.1,-0.086,-30.85
22007,2008-07-01,1267.38,-35.03,-0.129,-35.03,-0.0099,9.14
22037,2008-07-31,1267.38,-35.03,-0.129,-35.03,-0.0099,9.14
22038,2008-08-01,1282.83,-35.23,-0.13,-35.23,0.0122,20.76
22068,2008-08-31,1282.83,-35.23,-0.13,-35.23,0.0122,20.76
22069,2008-09-01,1166.36,-56.82,-0.236,-56.82,-0.0908,-33.37
22098,2008-09-30,1166.36,-56.82,-0.236,-56.82,-0.0908,-33.37
22099,2008-10-01,968.75,-85.13,-0.375,-85.13,-0.1694,-74.67
22129,2008-10-31,968.75,-85.13,-0.375,-85.13,-0.1694,-74.67
22130,2008-11-01,896.24,-89.21,-0.395,-89.21,-0.0748,-24.96
22159,2008-11-30,896.24,-89.21,-0.395,-89.21,-0.0748,-24.96
22160,2008-12-01,903.25,-87.17,-0.385,-87.17,0.0078,18.44
22190,2008-12-31,903.25,-87.17,-0.385,-87.17,0.0078,18.44
22191,2009-01-01,825.88,-90.43,-0.401,-90.43,-0.0857,-30.69
22221,2009-01-31,825.88,-90.43,-0.401,-90.43,-0.0857,-30.69
22222,2009-02-01,735.09,-100.0,-0.448,-100.0,-0.1099,-43.41
22249,2009-02-28,735.09,-100.0,-0.448,-100.0,-0.1099,-43.41
22250,2009-03-01,797.87,-89.61,-0.397,-89.61,0.0854,59.22
22280,2009-03-31,797.87,-89.61,-0.397,-89.61,0.0854,59.22
22281,2009-04-01,872.81,-84.11,-0.37,-84.11,0.0939,63.69
22310,2009-04-30,872.81,-84.11,-0.37,-84.11,0.0939,63.69
22311,2009-05-01,919.14,-78.82,-0.344,-78.82,0.0531,42.25
22341,2009-05-31,919.14,-78.82,-0.344,-78.82,0.0531,42.25
22342,2009-06-01,919.32,-66.19,-0.282,-66.19,0.0002,14.45
22371,2009-06-30,919.32,-66.19,-0.282,-66.19,0.0002,14.45
22372,2009-07-01,987.48,-53.77,-0.221,-53.77,0.0741,53.28
22402,2009-07-31,987.48,-53.77,-0.221,-53.77,0.0741,53.28
22403,2009-08-01,1020.62,-50.31,-0.204,-50.31,0.0336,32.0
22433,2009-08-31,1020.62,-50.31,-0.204,-50.31,0.0336,32.0
22434,2009-09-01,1057.08,-27.9,-0.094,-27.9,0.0357,33.11
22463,2009-09-30,1057.08,-27.9,-0.094,-27.9,0.0357,33.11
22464,2009-10-01,1036.19,5.5,0.07,5.5,-0.0198,3.94
22494,2009-10-31,1036.19,5.5,0.07,5.5,-0.0198,3.94
22495,2009-11-01,1095.63,36.66,0.223,36.66,0.0574,44.51
22524,2009-11-30,1095.63,36.66,0.223,36.66,0.0574,44.51
22525,2009-12-01,1115.1,39.1,0.235,39.1,0.0178,23.7
22555,2009-12-31,1115.1,39.1,0.235,39.1,0.0178,23.7
22556,2010-01-01,1073.87,52.34,0.3,52.34,-0.037,-5.1
22586,2010-01-31,1073.87,52.34,0.3,52.34,-0.037,-5.1
22587,2010-02-01,1104.49,93.69,0.503,93.69,0.0285,29.32
22614,2010-02-28,1104.49,93.69,0.503,93.69,0.0285,29.32
22615,2010-03-01,1169.43,86.15,0.466,86.15,0.0588,45.24
22645,2010-03-31,1169.43,86.15,0.466,86.15,0.0588,45.24
22646,2010-04-01,1186.69,64.56,0.36,64.56,0.0148,22.12
22675,2010-04-30,1186.69,64.56,0.36,64.56,0.0148,22.12
22676,2010-05-01,1089.41,28.92,0.185,28.92,-0.082,-28.74
22706,2010-05-31,1089.41,28.92,0.185,28.92,-0.082,-28.74
22707,2010-06-01,1030.71,15.89,0.121,15.89,-0.0539,-13.98
22736,2010-06-30,1030.71,15.89,0.121,15.89,-0.0539,-13.98
22737,2010-07-01,1101.6,14.87,0.116,14.87,0.0688,50.5
22767,2010-07-31,1101.6,14.87,0.116,14.87,0.0688,50.5
22768,2010-08-01,1049.33,-3.05,0.028,-3.05,-0.0474,-10.56
22798,2010-08-31,1049.33,-3.05,0.028,-3.05,-0.0474,-10.56
22799,2010-09-01,1141.2,7.54,0.08,7.54,0.0876,60.38
22828,2010-09-30,1141.2,7.54,0.08,7.54,0.0876,60.38
22829,2010-10-01,1183.26,20.16,0.142,20.16,0.0369,33.74
22859,2010-10-31,1183.26,20.16,0.142,20.16,0.0369,33.74
22860,2010-11-01,1180.55,7.13,0.078,7.13,-0.0023,13.14
22889,2010-11-30,1180.55,7.13,0.078,7.13,-0.0023,13.14
22890,2010-12-01,1257.64,17.31,0.128,17.31,0.0653,48.66
22920,2010-12-31,1257.64,17.31,0.128,17.31,0.0653,48.66
22921,2011-01-01,1286.12,31.57,0.198,31.57,0.0226,26.22
22951,2011-01-31,1286.12,31.57,0.198,31.57,0.0226,26.22
22952,2011-02-01,1327.22,32.38,0.202,32.38,0.032,31.16
22979,2011-02-28,1327.22,32.38,0.202,32.38,0.032,31.16
22980,2011-03-01,1325.83,18.53,0.134,18.53,-0.001,13.82
23010,2011-03-31,1325.83,18.53,0.134,18.53,-0.001,13.82
23011,2011-04-01,1363.61,21.59,0.149,21.59,0.0285,29.32
23040,2011-04-30,1363.61,21.59,0.149,21.59,0.0285,29.32
23041,2011-05-01,1345.2,39.1,0.235,39.1,-0.0135,7.25
23071,2011-05-31,1345.2,39.1,0.235,39.1,-0.0135,7.25
23072,2011-06-01,1320.64,48.47,0.281,48.47,-0.0183,4.73
23101,2011-06-30,1320.64,48.47,0.281,48.47,-0.0183,4.73
23102,2011-07-01,1292.28,26.48,0.173,26.48,-0.0215,3.05
23132,2011-07-31,1292.28,26.48,0.173,26.48,-0.0215,3.05
23133,2011-08-01,1218.89,24.24,0.162,24.24,-0.0568,-15.5
23163,2011-08-31,1218.89,24.24,0.162,24.24,-0.0568,-15.5
23164,2011-09-01,1131.42,-10.59,-0.009,-10.59,-0.0718,-23.38
23193,2011-09-30,1131.42,-10.59,-0.009,-10.59,-0.0718,-23.38
23194,2011-10-01,1253.3,3.26,0.059,3.26,0.1077,70.94
23224,2011-10-31,1253.3,3.26,0.059,3.26,0.1077,70.94
23225,2011-11-01,1246.96,2.65,0.056,2.65,-0.0051,11.67
23254,2011-11-30,1246.96,2.65,0.056,2.65,-0.0051,11.67
23255,2011-12-01,1257.6,-8.76,0.0,-8.76,0.0085,18.81
23285,2011-12-31,1257.6,-8.76,0.0,-8.76,0.0085,18.81
23286,2012-01-01,1312.41,-4.68,0.02,-4.68,0.0436,37.26
23316,2012-01-31,1312.41,-4.68,0.02,-4.68,0.0436,37.26
23317,2012-02-01,1365.68,-2.85,0.029,-2.85,0.0406,35.68
23345,2012-02-29,1365.68,-2.85,0.029,-2.85,0.0406,35.68
23346,2012-03-01,1408.47,3.87,0.062,3.87,0.0313,30.79
23376,2012-03-31,1408.47,3.87,0.062,3.87,0.0313,30.79
23377,2012-04-01,1397.91,-3.67,0.025,-3.67,-0.0075,10.4
23406,2012-04-30,1397.91,-3.67,0.025,-3.67,-0.0075,10.4
23407,2012-05-01,1310.33,-14.05,-0.026,-14.05,-0.0627,-18.6
23437,2012-05-31,1310.33,-14.05,-0.026,-14.05,-0.0627,-18.6
23438,2012-06-01,1362.16,-2.44,0.031,-2.44,0.0396,35.16
23467,2012-06-30,1362.16,-2.44,0.031,-2.44,0.0396,35.16
23468,2012-07-01,1379.32,4.89,0.067,4.89,0.0126,20.97
23498,2012-07-31,1379.32,4.89,0.067,4.89,0.0126,20.97
23499,2012-08-01,1406.58,22.61,0.154,22.61,0.0198,24.75
23529,2012-08-31,1406.58,22.61,0.154,22.61,0.0198,24.75
23530,2012-09-01,1440.67,46.84,0.273,46.84,0.0242,27.06
23559,2012-09-30,1440.67,46.84,0.273,46.84,0.0242,27.06
23560,2012-10-01,1412.16,17.11,0.127,17.11,-0.0198,3.94
23590,2012-10-31,1412.16,17.11,0.127,17.11,-0.0198,3.94
23591,2012-11-01,1416.18,18.94,0.136,18.94,0.0028,15.82
23620,2012-11-30,1416.18,18.94,0.136,18.94,0.0028,15.82
23621,2012-12-01,1426.19,18.53,0.134,18.53,0.0071,18.08
23651,2012-12-31,1426.19,18.53,0.134,18.53,0.0071,18.08
23652,2013-01-01,1498.11,20.16,0.142,20.16,0.0504,40.83
23682,2013-01-31,1498.11,20.16,0.142,20.16,0.0504,40.83
23683,2013-02-01,1514.68,13.44,0.109,13.44,0.0111,20.18
23710,2013-02-28,1514.68,13.44,0.109,13.44,0.0111,20.18
23711,2013-03-01,1569.19,14.46,0.114,14.46,0.036,33.26
23741,2013-03-31,1569.19,14.46,0.114,14.46,0.036,33.26
23742,2013-04-01,1597.57,20.37,0.143,20.37,0.0181,23.86
23771,2013-04-30,1597.57,20.37,0.143,20.37,0.0181,23.86
23772,2013-05-01,1630.74,41.14,0.245,41.14,0.0208,25.28
23802,2013-05-31,1630.74,41.14,0.245,41.14,0.0208,25.28
23803,2013-06-01,1606.28,27.7,0.179,27.7,-0.015,6.46
23832,2013-06-30,1606.28,27.7,0.179,27.7,-0.015,6.46
23833,2013-07-01,1685.73,36.46,0.222,36.46,0.0495,40.36
23863,2013-07-31,1685.73,36.46,0.222,36.46,0.0495,40.36
23864,2013-08-01,1632.97,24.03,0.161,24.03,-0.0313,-2.1
23894,2013-08-31,1632.97,24.03,0.161,24.03,-0.0313,-2.1
23895,2013-09-01,1681.55,25.25,0.167,25.25,0.0297,29.95
23924,2013-09-30,1681.55,25.25,0.167,25.25,0.0297,29.95
23925,2013-10-01,1756.54,40.94,0.244,40.94,0.0446,37.78
23955,2013-10-31,1756.54,40.94,0.244,40.94,0.0446,37.78
23956,2013-11-01,1805.81,47.25,0.275,47.25,0.028,29.06
23985,2013-11-30,1805.81,47.25,0.275,47.25,0.028,29.06
23986,2013-12-01,1848.36,51.53,0.296,51.53,0.0236,26.75
24016,2013-12-31,1848.36,51.53,0.296,51.53,0.0236,26.75
24017,2014-01-01,1782.59,29.94,0.19,29.94,-0.0356,-4.36
24047,2014-01-31,1782.59,29.94,0.19,29.94,-0.0356,-4.36
24048,2014-02-01,1859.45,37.68,0.228,37.68,0.0431,36.99
24075,2014-02-28,1859.45,37.68,0.228,37.68,0.0431,36.99
24076,2014-03-01,1872.34,30.55,0.193,30.55,0.0069,17.97
24106,2014-03-31,1872.34,30.55,0.193,30.55,0.0069,17.97
24107,2014-04-01,1883.95,27.7,0.179,27.7,0.0062,17.6
24136,2014-04-30,1883.95,27.7,0.179,27.7,0.0062,17.6
24137,2014-05-01,1923.57,27.9,0.18,27.9,0.021,25.38
24167,2014-05-31,1923.57,27.9,0.18,27.9,0.021,25.38
24168,2014-06-01,1960.23,36.05,0.22,36.05,0.0191,24.38
24197,2014-06-30,1960.23,36.05,0.22,36.05,0.0191,24.38
24198,2014-07-01,1930.67,20.77,0.145,20.77,-0.0151,6.41
24228,2014-07-31,1930.67,20.77,0.145,20.77,-0.0151,6.41
24229,2014-08-01,2003.37,37.47,0.227,37.47,0.0377,34.16
24259,2014-08-31,2003.37,37.47,0.227,37.47,0.0377,34.16
24260,2014-09-01,1972.29,26.48,0.173,26.48,-0.0155,6.2
24289,2014-09-30,1972.29,26.48,0.173,26.48,-0.0155,6.2
24290,2014-10-01,2018.05,21.59,0.149,21.59,0.0232,26.54
24320,2014-10-31,2018.05,21.59,0.149,21.59,0.0232,26.54
24321,2014-11-01,2067.56,20.77,0.145,20.77,0.0245,27.22
24350,2014-11-30,2067.56,20.77,0.145,20.77,0.0245,27.22
24351,2014-12-01,2058.9,14.46,0.114,14.46,-0.0042,12.14
24381,2014-12-31,2058.9,14.46,0.114,14.46,-0.0042,12.14
24382,2015-01-01,1994.99,15.48,0.119,15.48,-0.031,-1.94
24412,2015-01-31,1994.99,15.48,0.119,15.48,-0.031,-1.94
24413,2015-02-01,2104.5,18.13,0.132,18.13,0.0549,43.19
24440,2015-02-28,2104.5,18.13,0.132,18.13,0.0549,43.19
24441,2015-03-01,2067.89,12.42,0.104,12.42,-0.0174,5.2
24471,2015-03-31,2067.89,12.42,0.104,12.42,-0.0174,5.2
24472,2015-04-01,2085.51,13.03,0.107,13.03,0.0085,18.81
24501,2015-04-30,2085.51,13.03,0.107,13.03,0.0085,18.81
24502,2015-05-01,2107.39,10.79,0.096,10.79,0.0105,19.86
24532,2015-05-31,2107.39,10.79,0.096,10.79,0.0105,19.86
24533,2015-06-01,2063.11,2.04,0.053,2.04,-0.021,3.31
24562,2015-06-30,2063.11,2.04,0.053,2.04,-0.021,3.31
24563,2015-07-01,2103.84,9.57,0.09,9.57,0.0197,24.7
24593,2015-07-31,2103.84,9.57,0.09,9.57,0.0197,24.7
24594,2015-08-01,1972.18,-12.02,-0.016,-12.02,-0.0626,-18.55
24624,2015-08-31,1972.18,-12.02,-0.016,-12.02,-0.0626,-18.55
24625,2015-09-01,1920.03,-14.26,-0.027,-14.26,-0.0264,0.47
24654,2015-09-30,1920.03,-14.26,-0.027,-14.26,-0.0264,0.47
24655,2015-10-01,2079.36,-2.65,0.03,-2.65,0.083,57.96
24685,2015-10-31,2079.36,-2.65,0.03,-2.65,0.083,57.96
24686,2015-11-01,2080.41,-7.54,0.006,-7.54,0.0005,14.61
24715,2015-11-30,2080.41,-7.54,0.006,-7.54,0.0005,14.61
24716,2015-12-01,2043.94,-10.18,-0.007,-10.18,-0.0175,5.15
24746,2015-12-31,2043.94,-10.18,-0.007,-10.18,-0.0175,5.15
24747,2016-01-01,1940.24,-14.26,-0.027,-14.26,-0.0507,-12.3
24777,2016-01-31,1940.24,-14.26,-0.027,-14.26,-0.0507,-12.3
24778,2016-02-01,1932.23,-25.46,-0.082,-25.46,-0.0041,12.19
24806,2016-02-29,1932.23,-25.46,-0.082,-25.46,-0.0041,12.19
24807,2016-03-01,2059.74,-9.57,-0.004,-9.57,0.066,49.03
24837,2016-03-31,2059.74,-9.57,-0.004,-9.57,0.066,49.03
24838,2016-04-01,2065.3,-10.79,-0.01,-10.79,0.0027,15.76
24867,2016-04-30,2065.3,-10.79,-0.01,-10.79,0.0027,15.76
24868,2016-05-01,2096.96,-9.78,-0.005,-9.78,0.0153,22.39
24898,2016-05-31,2096.96,-9.78,-0.005,-9.78,0.0153,22.39
24899,2016-06-01,2098.86,-5.3,0.017,-5.3,0.0009,14.82
24928,2016-06-30,2098.86,-5.3,0.017,-5.3,0.0009,14.82
24929,2016-07-01,2173.6,-2.04,0.033,-2.04,0.0356,33.05
24959,2016-07-31,2173.6,-2.04,0.033,-2.04,0.0356,33.05
24960,2016-08-01,2170.95,11.81,0.101,11.81,-0.0012,13.72
24990,2016-08-31,2170.95,11.81,0.101,11.81,-0.0012,13.72
24991,2016-09-01,2168.27,17.52,0.129,17.52,-0.0012,13.72
25020,2016-09-30,2168.27,17.52,0.129,17.52,-0.0012,13.72
25021,2016-10-01,2126.15,-4.07,0.023,-4.07,-0.0194,4.15
25051,2016-10-31,2126.15,-4.07,0.023,-4.07,-0.0194,4.15
25052,2016-11-01,2198.81,2.85,0.057,2.85,0.0342,32.32
25081,2016-11-30,2198.81,2.85,0.057,2.85,0.0342,32.32
25082,2016-12-01,2238.83,10.59,0.095,10.59,0.0182,23.91
25112,2016-12-31,2238.83,10.59,0.095,10.59,0.0182,23.91
25113,2017-01-01,2278.87,26.88,0.175,26.88,0.0179,23.75
25143,2017-01-31,2278.87,26.88,0.175,26.88,0.0179,23.75
25144,2017-02-01,2363.64,36.66,0.223,36.66,0.0372,33.89
25171,2017-02-28,2363.64,36.66,0.223,36.66,0.0372,33.89
25172,2017-03-01,2362.72,21.18,0.147,21.18,-0.0004,14.14
25202,2017-03-31,2362.72,21.18,0.147,21.18,-0.0004,14.14
25203,2017-04-01,2384.2,22.61,0.154,22.61,0.0091,19.13
25232,2017-04-30,2384.2,22.61,0.154,22.61,0.0091,19.13
25233,2017-05-01,2411.8,21.79,0.15,21.79,0.0116,20.44
25263,2017-05-31,2411.8,21.79,0.15,21.79,0.0116,20.44
25264,2017-06-01,2423.41,22.81,0.155,22.81,0.0048,16.87
25293,2017-06-30,2423.41,22.81,0.155,22.81,0.0048,16.87
25294,2017-07-01,2470.3,19.14,0.137,19.14,0.0193,24.49
25324,2017-07-31,2470.3,19.14,0.137,19.14,0.0193,24.49
25325,2017-08-01,2471.65,19.55,0.139,19.55,0.0005,14.61
25355,2017-08-31,2471.65,19.55,0.139,19.55,0.0005,14.61
25356,2017-09-01,2519.36,24.24,0.162,24.24,0.0193,24.49
25385,2017-09-30,2519.36,24.24,0.162,24.24,0.0193,24.49
25386,2017-10-01,2575.26,34.22,0.211,34.22,0.0222,26.01
25416,2017-10-31,2575.26,34.22,0.211,34.22,0.0222,26.01
25417,2017-11-01,2647.58,32.79,0.204,32.79,0.0281,29.11
25446,2017-11-30,2647.58,32.79,0.204,32.79,0.0281,29.11
25447,2017-12-01,2673.61,30.75,0.194,30.75,0.0098,19.5
25477,2017-12-31,2673.61,30.75,0.194,30.75,0.0098,19.5
25478,2018-01-01,2823.81,39.92,0.239,39.92,0.0562,43.88
25508,2018-01-31,2823.81,39.92,0.239,39.92,0.0562,43.88
25509,2018-02-01,2713.83,21.38,0.148,21.38,-0.0389,-6.1
25536,2018-02-28,2713.83,21.38,0.148,21.38,-0.0389,-6.1
25537,2018-03-01,2640.87,15.27,0.118,15.27,-0.0269,0.21
25567,2018-03-31,2640.87,15.27,0.118,15.27,-0.0269,0.21
25568,2018-04-01,2648.05,13.85,0.111,13.85,0.0027,15.76
25597,2018-04-30,2648.05,13.85,0.111,13.85,0.0027,15.76
25598,2018-05-01,2705.27,16.09,0.122,16.09,0.0216,25.7
25628,2018-05-31,2705.27,16.09,0.122,16.09,0.0216,25.7
25629,2018-06-01,2718.37,16.09,0.122,16.09,0.0048,16.87
25658,2018-06-30,2718.37,16.09,0.122,16.09,0.0048,16.87
25659,2018-07-01,2816.29,19.76,0.14,19.76,0.036,33.26
25689,2018-07-31,2816.29,19.76,0.14,19.76,0.036,33.26
25690,2018-08-01,2901.52,26.68,0.174,26.68,0.0303,30.27
25720,2018-08-31,2901.52,26.68,0.174,26.68,0.0303,30.27
25721,2018-09-01,2913.98,23.22,0.157,23.22,0.0043,16.61
25750,2018-09-30,2913.98,23.22,0.157,23.22,0.0043,16.61
25751,2018-10-01,2711.74,2.04,0.053,2.04,-0.0694,-22.12
25781,2018-10-31,2711.74,2.04,0.053,2.04,-0.0694,-22.12
25782,2018-11-01,2760.17,0.0,0.043,0.0,0.0179,23.75
25811,2018-11-30,2760.17,0.0,0.043,0.0,0.0179,23.75
25812,2018-12-01,2506.85,-21.38,-0.062,-21.38,-0.0918,-33.89
25842,2018-12-31,2506.85,-21.38,-0.062,-21.38,-0.0918,-33.89
25843,2019-01-01,2704.1,-17.31,-0.042,-17.31,0.0787,55.7
25873,2019-01-31,2704.1,-17.31,-0.042,-17.31,0.0787,55.7
25874,2019-02-01,2784.49,-3.46,0.026,-3.46,0.0297,29.95
25901,2019-02-28,2784.49,-3.46,0.026,-3.46,0.0297,29.95
25902,2019-03-01,2834.4,6.11,0.073,6.11,0.0179,23.75
25932,2019-03-31,2834.4,6.11,0.073,6.11,0.0179,23.75
25933,2019-04-01,2945.83,14.26,0.113,14.26,0.0393,35.0
25962,2019-04-30,2945.83,14.26,0.113,14.26,0.0393,35.0
25963,2019-05-01,2752.06,-5.3,0.017,-5.3,-0.0658,-20.23
25963,2019-05-01,2941.76,7.94,0.082,7.94,0.0689,50.55
25993,2019-05-31,2941.76,7.94,0.082,7.94,0.0689,50.55
26023,2019-06-30,2941.76,7.94,0.082,7.94,0.0689,50.55
26024,2019-07-01,2980.38,3.05,0.058,3.05,0.0131,21.23
26054,2019-07-31,2980.38,3.05,0.058,3.05,0.0131,21.23
26055,2019-08-01,2926.46,-6.92,0.009,-6.92,-0.0181,4.83
26085,2019-08-31,2926.46,-6.92,0.009,-6.92,-0.0181,4.83
26086,2019-09-01,2976.74,-4.28,0.022,-4.28,0.0172,23.38
26115,2019-09-30,2976.74,-4.28,0.022,-4.28,0.0172,23.38
26116,2019-10-01,3037.56,15.68,0.12,15.68,0.0204,25.07
26146,2019-10-31,3037.56,15.68,0.12,15.68,0.0204,25.07
26147,2019-11-01,3140.98,19.35,0.138,19.35,0.034,32.21
26176,2019-11-30,3140.98,19.35,0.138,19.35,0.034,32.21
26177,2019-12-01,3230.78,50.1,0.289,50.1,0.0286,29.37
26207,2019-12-31,3230.78,50.1,0.289,50.1,0.0286,29.37
26208,2020-01-01,3225.52,30.55,0.193,30.55,-0.0016,13.5
26238,2020-01-31,3225.52,30.55,0.193,30.55,-0.0016,13.5
26239,2020-02-01,2954.22,3.67,0.061,3.67,-0.0841,-29.85
26267,2020-02-29,2954.22,3.67,0.061,3.67,-0.0841,-29.85
26298,2020-03-31,2954.22,3.67,0.061,3.67,-0.0841,-29.85
