Day,Date,S&P 500 m/m,Normalized,Predicted
24382,2015-01-01,-0.031,-1.94,
24412,2015-01-31,-0.031,-1.94,
24413,2015-02-01,0.0549,43.19,
24440,2015-02-28,0.0549,43.19,
24441,2015-03-01,-0.0174,5.2,
24471,2015-03-31,-0.0174,5.2,
24472,2015-04-01,0.0085,18.81,
24501,2015-04-30,0.0085,18.81,
24502,2015-05-01,0.0105,19.86,
24532,2015-05-31,0.0105,19.86,
24533,2015-06-01,-0.021,3.31,
24562,2015-06-30,-0.021,3.31,
24563,2015-07-01,0.0197,24.7,
24593,2015-07-31,0.0197,24.7,
24594,2015-08-01,-0.0626,-18.55,
24624,2015-08-31,-0.0626,-18.55,
24625,2015-09-01,-0.0264,0.47,
24654,2015-09-30,-0.0264,0.47,
24655,2015-10-01,0.083,57.96,
24685,2015-10-31,0.083,57.96,
24686,2015-11-01,0.0005,14.61,
24715,2015-11-30,0.0005,14.61,
24716,2015-12-01,-0.0175,5.15,
24746,2015-12-31,-0.0175,5.15,
24747,2016-01-01,-0.0507,-12.3,
24777,2016-01-31,-0.0507,-12.3,
24778,2016-02-01,-0.0041,12.19,
24806,2016-02-29,-0.0041,12.19,
24807,2016-03-01,0.066,49.03,
24837,2016-03-31,0.066,49.03,
24838,2016-04-01,0.0027,15.76,
24867,2016-04-30,0.0027,15.76,
24868,2016-05-01,0.0153,22.39,
24898,2016-05-31,0.0153,22.39,
24899,2016-06-01,0.0009,14.82,
24928,2016-06-30,0.0009,14.82,
24929,2016-07-01,0.0356,33.05,
24959,2016-07-31,0.0356,33.05,
24960,2016-08-01,-0.0012,13.72,
24990,2016-08-31,-0.0012,13.72,
24991,2016-09-01,-0.0012,13.72,
25020,2016-09-30,-0.0012,13.72,
25021,2016-10-01,-0.0194,4.15,
25051,2016-10-31,-0.0194,4.15,
25052,2016-11-01,0.0342,32.32,
25081,2016-11-30,0.0342,32.32,
25082,2016-12-01,0.0182,23.91,
25112,2016-12-31,0.0182,23.91,
25113,2017-01-01,0.0179,23.75,
25143,2017-01-31,0.0179,23.75,
25144,2017-02-01,0.0372,33.89,
25171,2017-02-28,0.0372,33.89,
25172,2017-03-01,-0.0004,14.14,
25202,2017-03-31,-0.0004,14.14,
25203,2017-04-01,0.0091,19.13,
25232,2017-04-30,0.0091,19.13,
25233,2017-05-01,0.0116,20.44,
25263,2017-05-31,0.0116,20.44,
25264,2017-06-01,0.0048,16.87,
25293,2017-06-30,0.0048,16.87,
25294,2017-07-01,0.0193,24.49,
25324,2017-07-31,0.0193,24.49,
25325,2017-08-01,0.0005,14.61,
25355,2017-08-31,0.0005,14.61,
25356,2017-09-01,0.0193,24.49,
25385,2017-09-30,0.0193,24.49,
25386,2017-10-01,0.0222,26.01,
25416,2017-10-31,0.0222,26.01,
25417,2017-11-01,0.0281,29.11,
25446,2017-11-30,0.0281,29.11,
25447,2017-12-01,0.0098,19.5,
25477,2017-12-31,0.0098,19.5,
25478,2018-01-01,0.0562,43.88,
25508,2018-01-31,0.0562,43.88,
25509,2018-02-01,-0.0389,-6.1,
25536,2018-02-28,-0.0389,-6.1,
25537,2018-03-01,-0.0269,0.21,
25567,2018-03-31,-0.0269,0.21,
25568,2018-04-01,0.0027,15.76,
25597,2018-04-30,0.0027,15.76,
25598,2018-05-01,0.0216,25.7,
25628,2018-05-31,0.0216,25.7,
25629,2018-06-01,0.0048,16.87,
25658,2018-06-30,0.0048,16.87,
25659,2018-07-01,0.036,33.26,
25689,2018-07-31,0.036,33.26,
25690,2018-08-01,0.0303,30.27,
25720,2018-08-31,0.0303,30.27,
25721,2018-09-01,0.0043,16.61,
25750,2018-09-30,0.0043,16.61,
25751,2018-10-01,-0.0694,-22.12,
25781,2018-10-31,-0.0694,-22.12,
25782,2018-11-01,0.0179,23.75,
25811,2018-11-30,0.0179,23.75,
25812,2018-12-01,-0.0918,-33.89,
25842,2018-12-31,-0.0918,-33.89,
25843,2019-01-01,0.0787,55.7,
25873,2019-01-31,0.0787,55.7,
25874,2019-02-01,0.0297,29.95,
25901,2019-02-28,0.0297,29.95,
25902,2019-03-01,0.0179,23.75,
25932,2019-03-31,0.0179,23.75,
25933,2019-04-01,0.0393,35.0,
25962,2019-04-30,0.0393,35.0,
25963,2019-05-01,-0.0658,-20.23,
25963,2019-05-01,0.0689,50.55,
25993,2019-05-31,0.0689,50.55,
26023,2019-06-30,0.0689,50.55,
26024,2019-07-01,0.0131,21.23,
26054,2019-07-31,0.0131,21.23,
26055,2019-08-01,-0.0181,4.83,
26085,2019-08-31,-0.0181,4.83,
26086,2019-09-01,0.0172,23.38,
26115,2019-09-30,0.0172,23.38,
26116,2019-10-01,0.0204,25.07,
26146,2019-10-31,0.0204,25.07,
26147,2019-11-01,0.034,32.21,
26176,2019-11-30,0.034,32.21,
26177,2019-12-01,0.0286,29.37,
26207,2019-12-31,0.0286,29.37,
26208,2020-01-01,-0.0016,13.5,
26238,2020-01-31,-0.0016,13.5,
26239,2020-02-01,-0.0841,-29.85,
26267,2020-02-29,-0.0841,-29.85,
26298,2020-03-31,-0.0841,-29.85,
