Day,Date,DJIA_Value,DJIA_Original,DJIA_Avg005,DJIA_Avg030,DJIA_Avg090,DJIA_Avg180,DJIA_Avg365,ISM_MFC_EMP_Value,ISM_MFC_EMP_Original,ISM_MFC_EMP_Avg090,ISM_MFC_EMP_Avg180,ISM_MFC_EMP_Avg365,HOUSE_SRT_MM_Value,HOUSE_SRT_MM_Original,HOUSE_SRT_MM_Avg090,HOUSE_SRT_MM_Avg180,HOUSE_SRT_MM_Avg365,MFC_MPI_Value,MFC_MPI_Original,MFC_MPI_Avg090,MFC_MPI_Avg180,MFC_MPI_Avg365
737316,2019-09-14,103.0,27277.550781,102.4,96.5,98.54,95.64,90.41,27.0,47.4,65.67,73.04,86.68,-8.0,-4.0,1.67,8.28,14.76,19.0,49.1,37.57,48.42,71.18
737317,2019-09-15,103.0,27277.550781,103.0,96.9,98.64,95.69,90.44,27.0,47.4,65.12,72.83,86.44,-8.0,-4.0,1.18,7.71,14.7,19.0,49.1,37.28,48.17,70.89
737318,2019-09-16,102.0,27172.869141,103.0,97.27,98.7,95.76,90.46,27.0,47.4,64.58,72.62,86.21,-8.0,-4.0,1.02,7.13,14.64,19.0,49.1,36.99,47.92,70.59
737319,2019-09-17,102.0,27110.800781,102.6,97.63,98.76,95.81,90.48,27.0,47.4,64.03,72.41,85.97,-8.0,-4.0,0.87,6.56,14.58,19.0,49.1,36.7,47.67,70.3
737320,2019-09-18,102.0,27161.929688,102.4,97.9,98.79,95.87,90.5,27.0,47.4,63.49,72.19,85.73,67.0,12.3,1.54,6.41,14.72,19.0,49.1,36.41,47.42,70.01
737321,2019-09-19,103.0,27272.169922,102.4,98.23,98.82,95.94,90.52,27.0,47.4,62.94,71.98,85.5,67.0,12.3,2.22,6.25,14.76,19.0,49.1,36.12,47.17,69.72
737322,2019-09-20,103.0,27194.75,102.4,98.53,98.86,96.01,90.53,27.0,47.4,62.4,71.77,85.26,67.0,12.3,2.9,6.09,14.81,19.0,49.1,35.83,46.92,69.42
737323,2019-09-21,103.0,27194.75,102.6,98.8,98.89,96.09,90.54,27.0,47.4,61.86,71.56,85.03,67.0,12.3,3.58,5.94,14.85,19.0,49.1,35.54,46.67,69.13
737324,2019-09-22,103.0,27194.75,102.8,99.07,98.93,96.16,90.55,27.0,47.4,61.31,71.35,84.79,67.0,12.3,4.26,6.48,14.89,19.0,49.1,35.26,46.42,68.84
737325,2019-09-23,101.0,27011.070313,102.6,99.27,98.96,96.22,90.56,27.0,47.4,60.77,71.14,84.56,67.0,12.3,4.93,7.02,14.93,19.0,49.1,34.97,46.17,68.54
737326,2019-09-24,102.0,27079.679688,102.4,99.5,99.0,96.29,90.57,27.0,47.4,60.22,70.93,84.32,67.0,12.3,5.61,7.56,14.97,19.0,49.1,34.68,45.92,68.25
737327,2019-09-25,101.0,27016.560547,102.0,99.8,99.04,96.34,90.58,27.0,47.4,59.68,70.72,84.08,67.0,12.3,6.29,8.09,15.01,19.0,49.1,34.39,45.67,67.96
737328,2019-09-26,101.0,27015.070313,101.6,100.07,99.08,96.39,90.59,27.0,47.4,59.13,70.51,83.85,67.0,12.3,6.97,8.63,15.05,19.0,49.1,34.1,45.42,67.66
737329,2019-09-27,101.0,27012.539063,101.2,100.37,99.11,96.44,90.6,27.0,47.4,58.59,70.29,83.61,67.0,12.3,7.64,9.17,15.09,19.0,49.1,33.81,45.17,67.37
737330,2019-09-28,101.0,27012.539063,101.2,100.53,99.14,96.47,90.61,27.0,47.4,58.04,69.86,83.38,67.0,12.3,8.32,9.71,15.13,19.0,49.1,33.52,44.87,67.08
737331,2019-09-29,101.0,27012.539063,101.0,100.67,99.16,96.51,90.62,27.0,47.4,57.43,69.43,83.14,67.0,12.3,9.0,10.25,15.18,19.0,49.1,33.27,44.57,66.78
737332,2019-09-30,101.0,26998.859375,101.0,100.8,99.18,96.54,90.63,27.0,47.4,56.82,68.99,82.91,67.0,12.3,9.68,10.79,15.22,19.0,49.1,33.01,44.27,66.49
737333,2019-10-01,101.0,27046.210938,101.0,100.93,99.18,96.57,90.64,18.0,46.3,56.11,68.51,82.64,67.0,12.3,10.36,11.33,15.26,7.0,47.8,32.62,43.91,66.2
737334,2019-10-02,96.0,26438.039063,100.0,100.9,99.12,96.57,90.63,18.0,46.3,55.4,68.03,82.38,67.0,12.3,11.03,11.87,15.3,7.0,47.8,32.23,43.54,65.91
737335,2019-10-03,94.0,26205.199219,98.6,100.9,99.06,96.56,90.61,18.0,46.3,54.69,67.54,82.11,67.0,12.3,11.71,12.41,15.34,7.0,47.8,31.84,43.17,65.62
737336,2019-10-04,97.0,26590.740234,97.8,100.97,99.02,96.57,90.61,18.0,46.3,53.98,67.06,81.84,67.0,12.3,12.39,12.94,15.38,7.0,47.8,31.46,42.81,65.33
737337,2019-10-05,97.0,26590.740234,97.0,100.9,98.99,96.58,90.61,18.0,46.3,53.27,66.58,81.58,67.0,12.3,13.07,13.48,15.42,7.0,47.8,31.07,42.44,65.04
737338,2019-10-06,97.0,26590.740234,96.2,100.8,98.97,96.59,90.6,18.0,46.3,52.56,66.09,81.31,67.0,12.3,13.74,14.02,15.46,7.0,47.8,30.68,42.07,64.75
737339,2019-10-07,98.0,26655.839844,96.6,100.73,98.96,96.62,90.6,18.0,46.3,51.84,65.61,81.05,67.0,12.3,14.42,14.56,15.5,7.0,47.8,30.29,41.71,64.46
737340,2019-10-08,96.0,26421.810547,97.0,100.6,98.9,96.63,90.6,18.0,46.3,51.13,65.13,80.78,67.0,12.3,15.1,15.1,15.55,7.0,47.8,29.9,41.34,64.17
737341,2019-10-09,96.0,26424.310547,96.8,100.47,98.83,96.63,90.6,18.0,46.3,50.42,64.64,80.52,67.0,12.3,15.78,15.64,15.59,7.0,47.8,29.51,40.97,63.88
737342,2019-10-10,97.0,26603.310547,96.8,100.37,98.76,96.63,90.6,18.0,46.3,49.71,64.16,80.25,67.0,12.3,16.46,16.18,15.63,7.0,47.8,29.12,40.61,63.59
737343,2019-10-11,101.0,27013.970703,97.6,100.33,98.72,96.66,90.63,18.0,46.3,49.0,63.68,79.98,67.0,12.3,17.13,16.72,15.67,7.0,47.8,28.73,40.24,63.3
737344,2019-10-12,101.0,27013.970703,98.2,100.23,98.69,96.69,90.67,18.0,46.3,48.29,63.19,79.72,67.0,12.3,17.81,17.26,15.71,7.0,47.8,28.34,39.87,63.01
737345,2019-10-13,101.0,27013.970703,99.2,100.17,98.66,96.71,90.71,18.0,46.3,47.58,62.71,79.45,67.0,12.3,18.49,17.79,15.75,7.0,47.8,27.96,39.51,62.72
737346,2019-10-14,100.0,26874.330078,100.0,100.07,98.61,96.73,90.75,18.0,46.3,46.87,62.23,79.19,67.0,12.3,19.17,18.33,15.79,7.0,47.8,27.57,39.14,62.42
737347,2019-10-15,102.0,27120.109375,101.0,100.03,98.59,96.76,90.79,18.0,46.3,46.16,61.74,78.92,67.0,12.3,19.84,18.87,15.83,7.0,47.8,27.18,38.77,62.13
737348,2019-10-16,101.0,27058.339844,101.0,100.0,98.57,96.78,90.82,18.0,46.3,45.44,61.26,78.65,67.0,12.3,20.52,19.19,15.87,7.0,47.8,26.79,38.41,61.84
737349,2019-10-17,102.0,27112.160156,101.2,100.0,98.54,96.81,90.85,18.0,46.3,44.73,60.78,78.39,-33.0,-9.4,20.09,18.96,15.82,7.0,47.8,26.4,38.04,61.55
737350,2019-10-18,101.0,27018.25,101.2,99.97,98.51,96.83,90.88,18.0,46.3,44.02,60.29,78.12,-33.0,-9.4,19.66,18.73,15.77,7.0,47.8,26.01,37.67,61.26
737351,2019-10-19,101.0,27018.25,101.4,99.9,98.48,96.86,90.92,18.0,46.3,43.31,59.81,77.86,-33.0,-9.4,19.22,18.49,15.72,7.0,47.8,25.62,37.31,60.97
737352,2019-10-20,101.0,27018.25,101.2,99.83,98.46,96.87,90.95,18.0,46.3,42.6,59.33,77.59,-33.0,-9.4,18.79,18.26,15.67,7.0,47.8,25.23,36.94,60.68
737353,2019-10-21,100.0,26852.669922,101.0,99.73,98.41,96.88,90.98,18.0,46.3,41.89,58.84,77.33,-33.0,-9.4,18.36,18.03,15.61,7.0,47.8,24.84,36.57,60.39
737354,2019-10-22,100.0,26946.640625,100.6,99.63,98.37,96.9,91.01,18.0,46.3,41.18,58.36,77.06,-33.0,-9.4,17.92,17.79,15.56,7.0,47.8,24.46,36.21,60.1
737355,2019-10-23,100.0,26896.890625,100.4,99.6,98.32,96.92,91.05,18.0,46.3,40.47,57.88,76.79,-33.0,-9.4,17.49,17.56,15.51,7.0,47.8,24.07,35.84,59.81
737356,2019-10-24,100.0,26931.779297,100.2,99.53,98.29,96.93,91.09,18.0,46.3,39.76,57.39,76.53,-33.0,-9.4,17.06,17.33,15.46,7.0,47.8,23.68,35.47,59.52
737357,2019-10-25,101.0,27015.369141,100.2,99.53,98.27,96.96,91.13,18.0,46.3,39.04,56.91,76.26,-33.0,-9.4,16.62,17.09,15.41,7.0,47.8,23.29,35.11,59.23
737358,2019-10-26,101.0,27015.369141,100.4,99.53,98.24,96.98,91.19,18.0,46.3,38.33,56.43,76.0,-33.0,-9.4,16.19,16.86,15.35,7.0,47.8,22.9,34.74,58.94
737359,2019-10-27,101.0,27015.369141,100.6,99.53,98.22,97.0,91.24,18.0,46.3,37.62,55.94,75.73,-33.0,-9.4,15.76,16.63,15.3,7.0,47.8,22.51,34.37,58.65
737360,2019-10-28,102.0,27167.880859,101.0,99.57,98.21,97.02,91.29,18.0,46.3,36.91,55.68,75.47,-33.0,-9.4,15.32,16.39,15.25,7.0,47.8,22.12,34.13,58.36
737361,2019-10-29,102.0,27165.939453,101.4,99.6,98.2,97.06,91.35,18.0,46.3,36.2,55.41,75.2,-33.0,-9.4,14.89,16.16,15.2,7.0,47.8,21.73,33.88,58.07
737362,2019-10-30,103.0,27204.359375,101.8,99.67,98.21,97.09,91.4,18.0,46.3,35.73,55.14,74.93,-33.0,-9.4,14.46,15.93,15.15,7.0,47.8,21.4,33.64,57.78
737363,2019-10-31,103.0,27188.369141,102.2,99.73,98.28,97.12,91.45,18.0,46.3,35.27,54.88,74.67,-33.0,-9.4,14.02,15.69,15.09,7.0,47.8,21.07,33.39,57.49
737364,2019-11-01,104.0,27347.429688,102.8,100.0,98.36,97.16,91.5,29.0,47.7,34.92,54.67,74.47,-33.0,-9.4,13.59,15.46,15.04,12.0,48.3,20.79,33.18,57.26
737365,2019-11-02,104.0,27347.429688,103.2,100.33,98.43,97.21,91.54,29.0,47.7,34.58,54.47,74.28,-33.0,-9.4,13.16,15.23,14.99,12.0,48.3,20.51,32.96,57.04
737366,2019-11-03,104.0,27347.429688,103.6,100.57,98.54,97.26,91.58,29.0,47.7,34.23,54.26,74.08,-33.0,-9.4,12.72,14.99,14.94,12.0,48.3,20.23,32.74,56.81
737367,2019-11-04,106.0,27517.580078,104.2,100.87,98.7,97.33,91.63,29.0,47.7,33.89,54.06,73.89,-33.0,-9.4,12.29,14.76,14.88,12.0,48.3,19.96,32.53,56.59
737368,2019-11-05,106.0,27560.359375,104.8,101.17,98.84,97.42,91.68,29.0,47.7,33.54,53.85,73.7,-33.0,-9.4,11.86,14.53,14.83,12.0,48.3,19.68,32.31,56.36
737369,2019-11-06,106.0,27526.050781,105.2,101.43,98.97,97.49,91.73,29.0,47.7,33.2,53.64,73.5,-33.0,-9.4,11.42,14.29,14.78,12.0,48.3,19.4,32.09,56.14
737370,2019-11-07,108.0,27774.669922,106.0,101.83,99.1,97.58,91.77,29.0,47.7,32.86,53.44,73.31,-33.0,-9.4,10.99,14.06,14.73,12.0,48.3,19.12,31.88,55.92
737371,2019-11-08,107.0,27694.949219,106.6,102.2,99.22,97.67,91.8,29.0,47.7,32.51,53.23,73.11,-33.0,-9.4,10.56,13.83,14.68,12.0,48.3,18.84,31.66,55.69
737372,2019-11-09,107.0,27694.949219,106.8,102.53,99.34,97.77,91.84,29.0,47.7,32.17,53.03,72.92,-33.0,-9.4,10.12,13.59,14.62,12.0,48.3,18.57,31.44,55.47
737373,2019-11-10,107.0,27694.949219,107.0,102.73,99.49,97.87,91.88,29.0,47.7,31.82,52.82,72.72,-33.0,-9.4,9.69,13.36,14.57,12.0,48.3,18.29,31.23,55.24
737374,2019-11-11,107.0,27714.390625,107.2,102.93,99.61,97.97,91.92,29.0,47.7,31.48,52.62,72.53,-33.0,-9.4,9.26,13.13,14.52,12.0,48.3,18.01,31.01,55.02
737375,2019-11-12,108.0,27770.859375,107.2,103.17,99.79,98.06,91.96,29.0,47.7,31.13,52.41,72.33,-33.0,-9.4,8.82,12.74,14.47,12.0,48.3,17.73,30.79,54.79
737376,2019-11-13,108.0,27806.400391,107.4,103.43,100.0,98.14,92.02,29.0,47.7,30.79,52.21,72.14,-33.0,-9.4,8.39,12.36,14.42,12.0,48.3,17.46,30.58,54.57
737377,2019-11-14,108.0,27800.710938,107.6,103.63,100.19,98.23,92.07,29.0,47.7,30.44,52.0,71.95,-33.0,-9.4,8.11,11.98,14.36,12.0,48.3,17.18,30.36,54.34
737378,2019-11-15,110.0,28004.890625,108.2,103.93,100.4,98.33,92.14,29.0,47.7,30.1,51.79,71.75,-33.0,-9.4,7.83,11.59,14.31,12.0,48.3,16.9,30.14,54.12
737379,2019-11-16,110.0,28004.890625,108.8,104.2,100.61,98.44,92.2,29.0,47.7,29.76,51.59,71.56,-33.0,-9.4,7.56,11.21,14.26,12.0,48.3,16.62,29.93,53.89
737380,2019-11-17,110.0,28004.890625,109.2,104.5,100.79,98.55,92.26,29.0,47.7,29.41,51.38,71.36,-33.0,-9.4,7.28,10.83,14.21,12.0,48.3,16.34,29.71,53.67
737381,2019-11-18,110.0,28040.970703,109.6,104.8,100.98,98.66,92.32,29.0,47.7,29.07,51.18,71.17,-33.0,-9.4,7.0,10.44,14.16,12.0,48.3,16.07,29.49,53.44
737382,2019-11-19,111.0,28090.210938,110.2,105.13,101.17,98.78,92.38,29.0,47.7,28.72,50.97,70.97,28.0,3.8,7.4,10.4,14.27,12.0,48.3,15.79,29.28,53.22
737383,2019-11-20,109.0,27897.279297,110.0,105.43,101.32,98.89,92.46,29.0,47.7,28.38,50.77,70.78,28.0,3.8,7.8,10.36,14.3,12.0,48.3,15.51,29.06,52.99
737384,2019-11-21,108.0,27828.330078,109.6,105.7,101.47,98.99,92.54,29.0,47.7,28.03,50.56,70.58,28.0,3.8,8.2,10.31,14.33,12.0,48.3,15.23,28.84,52.77
737385,2019-11-22,109.0,27898.460938,109.4,106.0,101.62,99.11,92.62,29.0,47.7,27.69,50.36,70.39,28.0,3.8,8.6,10.27,14.36,12.0,48.3,14.96,28.63,52.55
737386,2019-11-23,109.0,27898.460938,109.2,106.3,101.78,99.22,92.7,29.0,47.7,27.34,50.15,70.19,28.0,3.8,9.0,10.22,14.39,12.0,48.3,14.68,28.41,52.32
737387,2019-11-24,109.0,27898.460938,108.8,106.57,101.97,99.32,92.79,29.0,47.7,27.0,49.94,70.0,28.0,3.8,9.4,10.18,14.42,12.0,48.3,14.4,28.19,52.1
737388,2019-11-25,110.0,28068.689453,109.0,106.87,102.16,99.46,92.87,29.0,47.7,26.66,49.74,69.81,28.0,3.8,9.8,10.13,14.45,12.0,48.3,14.12,27.98,51.87
737389,2019-11-26,111.0,28146.019531,109.6,107.2,102.37,99.61,92.96,29.0,47.7,26.31,49.53,69.61,28.0,3.8,10.2,10.09,14.48,12.0,48.3,13.84,27.76,51.65
737390,2019-11-27,111.0,28174.970703,110.0,107.5,102.53,99.76,93.04,29.0,47.7,25.97,49.33,69.42,28.0,3.8,10.6,10.04,14.51,12.0,48.3,13.57,27.54,51.42
737391,2019-11-28,111.0,28174.970703,110.4,107.8,102.69,99.91,93.11,29.0,47.7,25.62,49.12,69.22,28.0,3.8,11.0,10.0,14.54,12.0,48.3,13.29,27.33,51.2
737392,2019-11-29,111.0,28119.509766,110.8,108.07,102.84,100.06,93.18,29.0,47.7,25.28,48.92,69.03,28.0,3.8,11.4,9.96,14.57,12.0,48.3,13.01,27.11,50.97
737393,2019-11-30,111.0,28119.509766,111.0,108.33,103.0,100.21,93.24,29.0,47.7,24.93,48.66,68.83,28.0,3.8,11.8,9.91,14.6,12.0,48.3,12.73,26.93,50.75
737394,2019-12-01,111.0,28119.509766,111.0,108.57,103.16,100.35,93.3,29.0,47.7,24.59,48.39,68.64,28.0,3.8,12.2,9.87,14.63,12.0,48.3,12.46,26.74,50.52
737395,2019-12-02,111.0,28109.839844,111.0,108.8,103.34,100.48,93.36,20.0,46.6,24.51,48.08,68.42,28.0,3.8,12.6,9.82,14.66,10.0,48.1,12.36,26.55,50.29
737396,2019-12-03,106.0,27524.740234,110.0,108.87,103.47,100.57,93.4,20.0,46.6,24.43,47.77,68.17,28.0,3.8,13.0,9.78,14.69,10.0,48.1,12.26,26.36,50.02
737397,2019-12-04,107.0,27727.449219,109.2,108.9,103.56,100.64,93.45,20.0,46.6,24.36,47.46,67.92,28.0,3.8,13.4,9.73,14.72,10.0,48.1,12.16,26.16,49.75
737398,2019-12-05,108.0,27745.199219,108.6,108.97,103.64,100.73,93.5,20.0,46.6,24.28,47.15,67.66,28.0,3.8,13.8,9.69,14.75,10.0,48.1,12.06,25.97,49.48
737399,2019-12-06,110.0,28035.849609,108.4,109.1,103.76,100.82,93.57,20.0,46.6,24.2,46.84,67.41,28.0,3.8,14.2,9.64,14.78,10.0,48.1,11.96,25.77,49.21
737400,2019-12-07,110.0,28035.849609,108.2,109.17,103.87,100.91,93.64,20.0,46.6,24.12,46.53,67.16,28.0,3.8,14.6,9.6,14.81,10.0,48.1,11.86,25.58,48.94
737401,2019-12-08,110.0,28035.849609,109.0,109.27,103.98,101.0,93.72,20.0,46.6,24.04,46.22,66.91,28.0,3.8,15.0,9.56,14.84,10.0,48.1,11.76,25.38,48.67
737402,2019-12-09,110.0,28010.419922,109.6,109.37,104.09,101.09,93.79,20.0,46.6,23.97,45.91,66.65,28.0,3.8,15.4,9.51,14.87,10.0,48.1,11.66,25.19,48.39
737403,2019-12-10,109.0,27949.019531,109.8,109.43,104.17,101.18,93.87,20.0,46.6,23.89,45.59,66.4,28.0,3.8,15.8,9.47,14.9,10.0,48.1,11.56,24.99,48.12
737404,2019-12-11,109.0,27925.5,109.6,109.5,104.22,101.27,93.95,20.0,46.6,23.81,45.28,66.15,28.0,3.8,16.2,9.42,14.93,10.0,48.1,11.46,24.8,47.85
737405,2019-12-12,112.0,28224.949219,110.0,109.63,104.32,101.38,94.03,20.0,46.6,23.73,44.97,65.9,28.0,3.8,16.6,9.38,14.96,10.0,48.1,11.36,24.61,47.58
737406,2019-12-13,112.0,28290.730469,110.4,109.77,104.42,101.48,94.11,20.0,46.6,23.66,44.66,65.65,28.0,3.8,17.0,9.33,14.99,10.0,48.1,11.26,24.41,47.31
737407,2019-12-14,112.0,28290.730469,110.8,109.9,104.52,101.58,94.21,20.0,46.6,23.58,44.35,65.39,28.0,3.8,17.4,9.29,15.02,10.0,48.1,11.16,24.22,47.04
737408,2019-12-15,112.0,28290.730469,111.4,109.97,104.63,101.67,94.3,20.0,46.6,23.5,44.04,65.14,28.0,3.8,17.8,9.41,15.05,10.0,48.1,11.06,24.02,46.77
737409,2019-12-16,113.0,28337.490234,112.2,110.07,104.76,101.76,94.39,20.0,46.6,23.42,43.73,64.89,28.0,3.8,18.2,9.53,15.08,10.0,48.1,10.96,23.83,46.5
737410,2019-12-17,113.0,28328.630859,112.4,110.17,104.88,101.83,94.5,20.0,46.6,23.34,43.42,64.64,25.0,3.2,17.73,9.64,15.11,10.0,48.1,10.86,23.63,46.22
737411,2019-12-18,113.0,28323.25,112.6,110.27,104.99,101.91,94.61,20.0,46.6,23.27,43.11,64.39,25.0,3.2,17.27,9.74,15.11,10.0,48.1,10.76,23.44,45.95
737412,2019-12-19,113.0,28381.480469,112.8,110.33,105.1,101.98,94.71,20.0,46.6,23.19,42.79,64.13,25.0,3.2,16.8,9.85,15.11,10.0,48.1,10.66,23.24,45.68
737413,2019-12-20,115.0,28608.640625,113.4,110.53,105.23,102.06,94.84,20.0,46.6,23.11,42.48,63.88,25.0,3.2,16.33,9.96,15.11,10.0,48.1,10.56,23.05,45.41
737414,2019-12-21,115.0,28608.640625,113.8,110.77,105.37,102.15,94.97,20.0,46.6,23.03,42.17,63.63,25.0,3.2,15.87,10.06,15.11,10.0,48.1,10.46,22.86,45.14
737415,2019-12-22,115.0,28608.640625,114.2,110.97,105.52,102.24,95.1,20.0,46.6,22.96,41.86,63.38,25.0,3.2,15.4,10.17,15.11,10.0,48.1,10.36,22.66,44.87
737416,2019-12-23,115.0,28582.490234,114.6,111.17,105.67,102.33,95.22,20.0,46.6,22.88,41.55,63.13,25.0,3.2,14.93,10.27,15.11,10.0,48.1,10.26,22.47,44.6
737417,2019-12-24,115.0,28576.800781,115.0,111.37,105.82,102.43,95.38,20.0,46.6,22.8,41.24,62.87,25.0,3.2,14.47,10.38,15.11,10.0,48.1,10.16,22.27,44.33
737418,2019-12-25,115.0,28576.800781,115.0,111.53,105.98,102.53,95.53,20.0,46.6,22.72,40.93,62.62,25.0,3.2,14.0,10.48,15.11,10.0,48.1,10.06,22.08,44.05
737419,2019-12-26,115.0,28624.099609,115.0,111.67,106.13,102.62,95.67,20.0,46.6,22.64,40.62,62.37,25.0,3.2,13.53,10.59,15.11,10.0,48.1,9.96,21.88,43.78
737420,2019-12-27,116.0,28701.660156,115.2,111.83,106.3,102.72,95.81,20.0,46.6,22.57,40.31,62.12,25.0,3.2,13.07,10.69,15.11,10.0,48.1,9.86,21.69,43.51
737421,2019-12-28,116.0,28701.660156,115.4,112.0,106.47,102.81,95.93,20.0,46.6,22.49,39.96,61.87,25.0,3.2,12.6,10.8,15.11,10.0,48.1,9.76,21.51,43.24
737422,2019-12-29,116.0,28701.660156,115.6,112.17,106.63,102.91,96.06,20.0,46.6,22.41,39.62,61.61,25.0,3.2,12.13,10.91,15.11,10.0,48.1,9.66,21.33,42.97
737423,2019-12-30,116.0,28664.689453,115.8,112.33,106.8,102.99,96.19,20.0,46.6,22.43,39.27,61.36,25.0,3.2,11.67,11.01,15.11,10.0,48.1,9.69,21.16,42.7
737424,2019-12-31,115.0,28547.349609,115.8,112.47,107.01,103.07,96.32,20.0,46.6,22.46,38.93,61.11,25.0,3.2,11.2,11.12,15.11,10.0,48.1,9.72,20.98,42.43
737425,2020-01-01,115.0,28547.349609,115.6,112.6,107.24,103.15,96.45,20.0,46.6,22.48,38.58,60.86,25.0,3.2,10.73,11.22,15.11,10.0,48.1,9.76,20.8,42.16
737426,2020-01-02,118.0,28872.800781,116.0,113.0,107.48,103.25,96.58,20.0,46.6,22.5,38.24,60.61,25.0,3.2,10.27,11.33,15.11,10.0,48.1,9.79,20.62,41.88
737427,2020-01-03,116.0,28716.310547,116.0,113.3,107.69,103.34,96.72,9.0,45.1,22.4,37.83,60.37,25.0,3.2,9.8,11.43,15.11,2.0,47.2,9.73,20.4,41.72
737428,2020-01-04,116.0,28716.310547,116.0,113.57,107.9,103.43,96.84,9.0,45.1,22.3,37.43,60.13,25.0,3.2,9.33,11.54,15.11,2.0,47.2,9.68,20.18,41.55
737429,2020-01-05,116.0,28716.310547,116.2,113.77,108.1,103.53,96.97,9.0,45.1,22.2,37.02,59.9,25.0,3.2,8.87,11.64,15.11,2.0,47.2,9.62,19.96,41.38
737430,2020-01-06,116.0,28708.019531,116.4,113.97,108.32,103.61,97.1,9.0,45.1,22.1,36.62,59.66,25.0,3.2,8.4,11.75,15.11,2.0,47.2,9.57,19.73,41.22
737431,2020-01-07,116.0,28685.5,116.0,114.17,108.54,103.69,97.22,9.0,45.1,22.0,36.21,59.43,25.0,3.2,7.93,11.86,15.11,2.0,47.2,9.51,19.51,41.05
737432,2020-01-08,118.0,28866.179688,116.4,114.43,108.78,103.77,97.34,9.0,45.1,21.9,35.81,59.19,25.0,3.2,7.47,11.96,15.11,2.0,47.2,9.46,19.29,40.88
737433,2020-01-09,119.0,28988.009766,117.0,114.77,108.98,103.85,97.46,9.0,45.1,21.8,35.4,58.96,25.0,3.2,7.0,12.07,15.11,2.0,47.2,9.4,19.07,40.72
737434,2020-01-10,119.0,29009.070313,117.6,115.1,109.18,103.93,97.59,9.0,45.1,21.7,34.99,58.72,25.0,3.2,6.53,12.17,15.11,2.0,47.2,9.34,18.84,40.55
737435,2020-01-11,119.0,29009.070313,118.2,115.33,109.38,104.02,97.71,9.0,45.1,21.6,34.59,58.48,25.0,3.2,6.07,12.28,15.11,2.0,47.2,9.29,18.62,40.38
737436,2020-01-12,119.0,29009.070313,118.8,115.57,109.59,104.1,97.83,9.0,45.1,21.5,34.18,58.25,25.0,3.2,5.6,12.38,15.11,2.0,47.2,9.23,18.4,40.21
737437,2020-01-13,118.0,28909.910156,118.8,115.77,109.77,104.18,97.95,9.0,45.1,21.4,33.78,58.01,25.0,3.2,5.13,12.49,15.11,2.0,47.2,9.18,18.18,40.05
737438,2020-01-14,119.0,29054.160156,118.8,116.0,109.97,104.27,98.08,9.0,45.1,21.3,33.37,57.78,25.0,3.2,4.67,12.59,15.11,2.0,47.2,9.12,17.96,39.88
737439,2020-01-15,120.0,29127.589844,119.0,116.23,110.17,104.36,98.2,9.0,45.1,21.2,32.97,57.54,25.0,3.2,5.31,12.7,15.11,2.0,47.2,9.07,17.73,39.71
737440,2020-01-16,121.0,29300.320313,119.4,116.5,110.39,104.45,98.32,9.0,45.1,21.1,32.56,57.31,25.0,3.2,5.96,12.81,15.11,2.0,47.2,9.01,17.51,39.55
737441,2020-01-17,122.0,29373.619141,120.0,116.8,110.62,104.55,98.44,9.0,45.1,21.0,32.16,57.07,88.0,16.9,7.3,13.26,15.28,2.0,47.2,8.96,17.29,39.38
737442,2020-01-18,122.0,29373.619141,120.8,117.1,110.86,104.66,98.55,9.0,45.1,20.9,31.75,56.84,88.0,16.9,8.64,13.72,15.45,2.0,47.2,8.9,17.07,39.21
737443,2020-01-19,122.0,29373.619141,121.4,117.33,111.1,104.76,98.67,9.0,45.1,20.8,31.34,56.6,88.0,16.9,9.99,14.17,15.62,2.0,47.2,8.84,16.84,39.04
737444,2020-01-20,122.0,29373.619141,121.8,117.57,111.34,104.86,98.78,9.0,45.1,20.7,30.94,56.36,88.0,16.9,11.33,14.63,15.8,2.0,47.2,8.79,16.62,38.88
737445,2020-01-21,122.0,29341.210938,122.0,117.8,111.59,104.96,98.89,9.0,45.1,20.6,30.53,56.13,88.0,16.9,12.68,15.08,15.97,2.0,47.2,8.73,16.4,38.71
737446,2020-01-22,122.0,29320.199219,122.0,118.03,111.83,105.06,99.01,9.0,45.1,20.5,30.13,55.89,88.0,16.9,14.02,15.54,16.14,2.0,47.2,8.68,16.18,38.54
737447,2020-01-23,120.0,29190.470703,121.6,118.2,112.04,105.16,99.12,9.0,45.1,20.4,29.72,55.66,88.0,16.9,15.37,15.99,16.32,2.0,47.2,8.62,15.96,38.38
737448,2020-01-24,121.0,29288.789063,121.4,118.4,112.27,105.26,99.23,9.0,45.1,20.3,29.32,55.42,88.0,16.9,16.71,16.45,16.49,2.0,47.2,8.57,15.73,38.21
737449,2020-01-25,121.0,29288.789063,121.2,118.6,112.49,105.36,99.33,9.0,45.1,20.2,28.91,55.19,88.0,16.9,18.06,16.91,16.66,2.0,47.2,8.51,15.51,38.04
737450,2020-01-26,121.0,29288.789063,121.0,118.77,112.7,105.46,99.44,9.0,45.1,20.1,28.51,54.95,88.0,16.9,19.4,17.36,16.83,2.0,47.2,8.46,15.29,37.87
737451,2020-01-27,116.0,28671.789063,119.8,118.77,112.86,105.53,99.53,9.0,45.1,20.0,28.1,54.72,88.0,16.9,20.74,17.82,17.01,2.0,47.2,8.4,15.07,37.71
