Rata_Die,Date,Original,Quantized,Avg030,Avg060,Avg090,Avg180,Avg365
733908,2010-05-16,60.4,118.0,114.27,106.33,101.34,86.49,48.81
733909,2010-05-17,60.4,118.0,114.5,106.9,101.53,86.72,49.3
733910,2010-05-18,60.4,118.0,114.73,107.47,101.72,86.95,49.79
733911,2010-05-19,60.4,118.0,114.97,108.03,101.91,87.18,50.28
733912,2010-05-20,60.4,118.0,115.2,108.6,102.1,87.41,50.76
733913,2010-05-21,60.4,118.0,115.43,109.17,102.29,87.63,51.25
733914,2010-05-22,60.4,118.0,115.67,109.73,102.48,87.86,51.74
733915,2010-05-23,60.4,118.0,115.9,110.3,102.67,88.09,52.23
733916,2010-05-24,60.4,118.0,116.13,110.87,102.86,88.32,52.72
733917,2010-05-25,60.4,118.0,116.37,111.43,103.04,88.54,53.2
733918,2010-05-26,60.4,118.0,116.6,112.0,103.23,88.77,53.69
733919,2010-05-27,60.4,118.0,116.83,112.57,103.42,89.0,54.18
733920,2010-05-28,60.4,118.0,117.07,113.13,103.61,89.23,54.67
733921,2010-05-29,60.4,118.0,117.3,113.7,103.8,89.46,55.15
733922,2010-05-30,60.4,118.0,117.53,114.27,104.18,89.79,55.64
733923,2010-05-31,60.4,118.0,117.77,114.38,104.56,90.12,56.13
733924,2010-06-01,59.7,112.0,117.8,114.4,104.87,90.42,56.54
733925,2010-06-02,59.7,112.0,117.6,114.42,105.18,90.72,56.95
733926,2010-06-03,59.7,112.0,117.4,114.43,105.49,91.02,57.35
733927,2010-06-04,59.7,112.0,117.2,114.45,105.8,91.32,57.76
733928,2010-06-05,59.7,112.0,117.0,114.47,106.11,91.62,58.17
733929,2010-06-06,59.7,112.0,116.8,114.48,106.42,91.92,58.58
733930,2010-06-07,59.7,112.0,116.6,114.5,106.73,92.22,58.99
733931,2010-06-08,59.7,112.0,116.4,114.52,107.04,92.52,59.39
733932,2010-06-09,59.7,112.0,116.2,114.53,107.36,92.82,59.8
733933,2010-06-10,59.7,112.0,116.0,114.55,107.67,93.12,60.21
733934,2010-06-11,59.7,112.0,115.8,114.57,107.98,93.42,60.62
733935,2010-06-12,59.7,112.0,115.6,114.58,108.29,93.72,61.03
733936,2010-06-13,59.7,112.0,115.4,114.6,108.6,94.02,61.44
733937,2010-06-14,59.7,112.0,115.2,114.62,108.91,94.32,61.84
733938,2010-06-15,59.7,112.0,115.0,114.63,109.22,94.62,62.25
733939,2010-06-16,59.7,112.0,114.8,114.65,109.53,94.92,62.66
733940,2010-06-17,59.7,112.0,114.6,114.67,109.84,95.22,63.07
733941,2010-06-18,59.7,112.0,114.4,114.68,110.16,95.52,63.48
733942,2010-06-19,59.7,112.0,114.2,114.7,110.47,95.82,63.88
733943,2010-06-20,59.7,112.0,114.0,114.72,110.78,96.12,64.29
733944,2010-06-21,59.7,112.0,113.8,114.73,111.09,96.42,64.7
733945,2010-06-22,59.7,112.0,113.6,114.75,111.4,96.72,65.11
733946,2010-06-23,59.7,112.0,113.4,114.77,111.71,97.02,65.52
733947,2010-06-24,59.7,112.0,113.2,114.78,112.02,97.32,65.93
733948,2010-06-25,59.7,112.0,113.0,114.8,112.33,97.62,66.33
733949,2010-06-26,59.7,112.0,112.8,114.82,112.64,97.92,66.74
733950,2010-06-27,59.7,112.0,112.6,114.83,112.96,98.22,67.15
733951,2010-06-28,59.7,112.0,112.4,114.85,113.27,98.52,67.56
733952,2010-06-29,59.7,112.0,112.2,114.87,113.58,98.82,67.97
733953,2010-06-30,59.7,112.0,112.0,114.88,113.59,99.12,68.38
733954,2010-07-01,56.2,81.0,110.97,114.38,113.26,99.25,68.65
733955,2010-07-02,56.2,81.0,109.93,113.77,112.92,99.38,68.92
733956,2010-07-03,56.2,81.0,108.9,113.15,112.59,99.44,69.2
733957,2010-07-04,56.2,81.0,107.87,112.53,112.26,99.5,69.47
733958,2010-07-05,56.2,81.0,106.83,111.92,111.92,99.56,69.75
733959,2010-07-06,56.2,81.0,105.8,111.3,111.59,99.62,70.02
733960,2010-07-07,56.2,81.0,104.77,110.68,111.26,99.68,70.29
733961,2010-07-08,56.2,81.0,103.73,110.07,110.92,99.74,70.57
733962,2010-07-09,56.2,81.0,102.7,109.45,110.59,99.81,70.84
733963,2010-07-10,56.2,81.0,101.67,108.83,110.26,99.87,71.12
733964,2010-07-11,56.2,81.0,100.63,108.22,109.92,99.93,71.39
733965,2010-07-12,56.2,81.0,99.6,107.6,109.59,99.99,71.66
733966,2010-07-13,56.2,81.0,98.57,106.98,109.26,100.05,71.94
733967,2010-07-14,56.2,81.0,97.53,106.37,108.92,100.11,72.21
733968,2010-07-15,56.2,81.0,96.5,105.75,108.59,100.17,72.48
733969,2010-07-16,56.2,81.0,95.47,105.13,108.26,100.23,72.76
733970,2010-07-17,56.2,81.0,94.43,104.52,107.92,100.29,73.03
733971,2010-07-18,56.2,81.0,93.4,103.9,107.59,100.36,73.31
733972,2010-07-19,56.2,81.0,92.37,103.28,107.26,100.42,73.58
733973,2010-07-20,56.2,81.0,91.33,102.67,106.92,100.48,73.85
733974,2010-07-21,56.2,81.0,90.3,102.05,106.59,100.54,74.13
733975,2010-07-22,56.2,81.0,89.27,101.43,106.26,100.6,74.4
733976,2010-07-23,56.2,81.0,88.23,100.82,105.92,100.66,74.68
733977,2010-07-24,56.2,81.0,87.2,100.2,105.59,100.72,74.95
733978,2010-07-25,56.2,81.0,86.17,99.58,105.26,100.78,75.22
733979,2010-07-26,56.2,81.0,85.13,98.97,104.92,100.84,75.5
733980,2010-07-27,56.2,81.0,84.1,98.35,104.59,100.91,75.77
733981,2010-07-28,56.2,81.0,83.07,97.73,104.26,100.97,76.05
733982,2010-07-29,56.2,81.0,82.03,97.12,103.92,101.03,76.32
733983,2010-07-30,56.2,81.0,81.0,96.5,103.59,101.09,76.59
733984,2010-07-31,56.2,81.0,81.0,95.98,103.26,100.98,76.87
733985,2010-08-01,56.2,81.0,81.0,95.47,102.84,100.87,77.14
733986,2010-08-02,55.5,75.0,80.8,94.85,102.37,100.72,77.4
733987,2010-08-03,55.5,75.0,80.6,94.23,101.89,100.58,77.56
733988,2010-08-04,55.5,75.0,80.4,93.62,101.41,100.43,77.72
733989,2010-08-05,55.5,75.0,80.2,93.0,100.93,100.29,77.88
733990,2010-08-06,55.5,75.0,80.0,92.38,100.46,100.14,78.04
733991,2010-08-07,55.5,75.0,79.8,91.77,99.98,100.0,78.19
733992,2010-08-08,55.5,75.0,79.6,91.15,99.5,99.86,78.35
733993,2010-08-09,55.5,75.0,79.4,90.53,99.02,99.71,78.51
733994,2010-08-10,55.5,75.0,79.2,89.92,98.54,99.57,78.67
733995,2010-08-11,55.5,75.0,79.0,89.3,98.07,99.42,78.83
733996,2010-08-12,55.5,75.0,78.8,88.68,97.59,99.28,78.99
733997,2010-08-13,55.5,75.0,78.6,88.07,97.11,99.13,79.15
733998,2010-08-14,55.5,75.0,78.4,87.45,96.63,98.99,79.31
733999,2010-08-15,55.5,75.0,78.2,86.83,96.16,98.84,79.47
734000,2010-08-16,55.5,75.0,78.0,86.22,95.68,98.7,79.62
734001,2010-08-17,55.5,75.0,77.8,85.6,95.2,98.56,79.78
734002,2010-08-18,55.5,75.0,77.6,84.98,94.72,98.41,79.94
734003,2010-08-19,55.5,75.0,77.4,84.37,94.24,98.27,80.1
734004,2010-08-20,55.5,75.0,77.2,83.75,93.77,98.12,80.26
734005,2010-08-21,55.5,75.0,77.0,83.13,93.29,97.98,80.42
734006,2010-08-22,55.5,75.0,76.8,82.52,92.81,97.83,80.58
734007,2010-08-23,55.5,75.0,76.6,81.9,92.33,97.69,80.74
734008,2010-08-24,55.5,75.0,76.4,81.28,91.86,97.54,80.9
734009,2010-08-25,55.5,75.0,76.2,80.67,91.38,97.4,81.05
734010,2010-08-26,55.5,75.0,76.0,80.05,90.9,97.26,81.21
734011,2010-08-27,55.5,75.0,75.8,79.43,90.42,97.11,81.37
734012,2010-08-28,55.5,75.0,75.6,78.82,89.94,97.06,81.53
734013,2010-08-29,55.5,75.0,75.4,78.2,89.47,97.01,81.69
734014,2010-08-30,55.5,75.0,75.2,78.1,89.06,96.96,81.85
734015,2010-08-31,55.5,75.0,75.0,78.0,88.64,96.91,82.01
734016,2010-09-01,56.3,82.0,75.23,78.02,88.31,96.9,82.09
734017,2010-09-02,56.3,82.0,75.47,78.03,87.98,96.89,82.17
734018,2010-09-03,56.3,82.0,75.7,78.05,87.64,96.88,82.25
734019,2010-09-04,56.3,82.0,75.93,78.07,87.31,96.87,82.34
734020,2010-09-05,56.3,82.0,76.17,78.08,86.98,96.86,82.42
734021,2010-09-06,56.3,82.0,76.4,78.1,86.64,96.84,82.5
734022,2010-09-07,56.3,82.0,76.63,78.12,86.31,96.83,82.58
734023,2010-09-08,56.3,82.0,76.87,78.13,85.98,96.82,82.67
734024,2010-09-09,56.3,82.0,77.1,78.15,85.64,96.81,82.75
734025,2010-09-10,56.3,82.0,77.33,78.17,85.31,96.8,82.83
734026,2010-09-11,56.3,82.0,77.57,78.18,84.98,96.79,82.91
734027,2010-09-12,56.3,82.0,77.8,78.2,84.64,96.78,82.99
734028,2010-09-13,56.3,82.0,78.03,78.22,84.31,96.77,83.08
734029,2010-09-14,56.3,82.0,78.27,78.23,83.98,96.76,83.16
734030,2010-09-15,56.3,82.0,78.5,78.25,83.64,96.74,83.24
734031,2010-09-16,56.3,82.0,78.73,78.27,83.31,96.73,83.32
734032,2010-09-17,56.3,82.0,78.97,78.28,82.98,96.72,83.41
734033,2010-09-18,56.3,82.0,79.2,78.3,82.64,96.71,83.49
734034,2010-09-19,56.3,82.0,79.43,78.32,82.31,96.7,83.57
734035,2010-09-20,56.3,82.0,79.67,78.33,81.98,96.69,83.65
734036,2010-09-21,56.3,82.0,79.9,78.35,81.64,96.68,83.73
734037,2010-09-22,56.3,82.0,80.13,78.37,81.31,96.67,83.82
734038,2010-09-23,56.3,82.0,80.37,78.38,80.98,96.66,83.9
734039,2010-09-24,56.3,82.0,80.6,78.4,80.64,96.64,83.98
734040,2010-09-25,56.3,82.0,80.83,78.42,80.31,96.63,84.06
734041,2010-09-26,56.3,82.0,81.07,78.43,79.98,96.62,84.15
734042,2010-09-27,56.3,82.0,81.3,78.45,79.64,96.61,84.23
734043,2010-09-28,56.3,82.0,81.53,78.47,79.31,96.45,84.31
734044,2010-09-29,56.3,82.0,81.77,78.48,79.32,96.29,84.39
734045,2010-09-30,56.3,82.0,82.0,78.5,79.33,96.13,84.47
734046,2010-10-01,54.4,65.0,81.43,78.33,79.16,95.87,84.52
734047,2010-10-02,54.4,65.0,80.87,78.17,78.98,95.62,84.56
734048,2010-10-03,54.4,65.0,80.3,78.0,78.8,95.36,84.6
734049,2010-10-04,54.4,65.0,79.73,77.83,78.62,95.11,84.64
734050,2010-10-05,54.4,65.0,79.17,77.67,78.44,94.85,84.68
734051,2010-10-06,54.4,65.0,78.6,77.5,78.27,94.59,84.72
734052,2010-10-07,54.4,65.0,78.03,77.33,78.09,94.34,84.76
734053,2010-10-08,54.4,65.0,77.47,77.17,77.91,94.08,84.8
734054,2010-10-09,54.4,65.0,76.9,77.0,77.73,93.83,84.84
734055,2010-10-10,54.4,65.0,76.33,76.83,77.56,93.57,84.88
734056,2010-10-11,54.4,65.0,75.77,76.67,77.38,93.32,84.93
734057,2010-10-12,54.4,65.0,75.2,76.5,77.2,93.06,84.97
734058,2010-10-13,54.4,65.0,74.63,76.33,77.02,92.81,85.01
734059,2010-10-14,54.4,65.0,74.07,76.17,76.84,92.55,85.05
734060,2010-10-15,54.4,65.0,73.5,76.0,76.67,92.29,85.09
734061,2010-10-16,54.4,65.0,72.93,75.83,76.49,92.04,85.13
734062,2010-10-17,54.4,65.0,72.37,75.67,76.31,91.78,85.17
734063,2010-10-18,54.4,65.0,71.8,75.5,76.13,91.53,85.21
734064,2010-10-19,54.4,65.0,71.23,75.33,75.96,91.27,85.25
734065,2010-10-20,54.4,65.0,70.67,75.17,75.78,91.02,85.3
734066,2010-10-21,54.4,65.0,70.1,75.0,75.6,90.76,85.34
734067,2010-10-22,54.4,65.0,69.53,74.83,75.42,90.51,85.38
734068,2010-10-23,54.4,65.0,68.97,74.67,75.24,90.25,85.42
734069,2010-10-24,54.4,65.0,68.4,74.5,75.07,89.99,85.46
734070,2010-10-25,54.4,65.0,67.83,74.33,74.89,89.74,85.5
734071,2010-10-26,54.4,65.0,67.27,74.17,74.71,89.48,85.54
734072,2010-10-27,54.4,65.0,66.7,74.0,74.53,89.23,85.58
734073,2010-10-28,54.4,65.0,66.13,73.83,74.36,88.97,85.62
734074,2010-10-29,54.4,65.0,65.57,73.67,74.18,88.72,85.67
734075,2010-10-30,54.4,65.0,65.0,73.5,74.0,88.42,85.71
734076,2010-10-31,54.4,65.0,65.0,73.22,73.89,88.13,85.75
734077,2010-11-01,56.9,87.0,65.73,73.3,74.02,87.96,85.85
734078,2010-11-02,56.9,87.0,66.47,73.38,74.16,87.78,85.88
734079,2010-11-03,56.9,87.0,67.2,73.47,74.29,87.61,85.9
734080,2010-11-04,56.9,87.0,67.93,73.55,74.42,87.44,85.93
734081,2010-11-05,56.9,87.0,68.67,73.63,74.56,87.27,85.96
734082,2010-11-06,56.9,87.0,69.4,73.72,74.69,87.09,85.99
734083,2010-11-07,56.9,87.0,70.13,73.8,74.82,86.92,86.01
734084,2010-11-08,56.9,87.0,70.87,73.88,74.96,86.75,86.04
734085,2010-11-09,56.9,87.0,71.6,73.97,75.09,86.58,86.07
734086,2010-11-10,56.9,87.0,72.33,74.05,75.22,86.41,86.1
734087,2010-11-11,56.9,87.0,73.07,74.13,75.36,86.23,86.12
734088,2010-11-12,56.9,87.0,73.8,74.22,75.49,86.06,86.15
734089,2010-11-13,56.9,87.0,74.53,74.3,75.62,85.89,86.18
734090,2010-11-14,56.9,87.0,75.27,74.38,75.76,85.72,86.21
734091,2010-11-15,56.9,87.0,76.0,74.47,75.89,85.54,86.23
734092,2010-11-16,56.9,87.0,76.73,74.55,76.02,85.37,86.26
734093,2010-11-17,56.9,87.0,77.47,74.63,76.16,85.2,86.29
734094,2010-11-18,56.9,87.0,78.2,74.72,76.29,85.03,86.32
734095,2010-11-19,56.9,87.0,78.93,74.8,76.42,84.86,86.34
734096,2010-11-20,56.9,87.0,79.67,74.88,76.56,84.68,86.37
734097,2010-11-21,56.9,87.0,80.4,74.97,76.69,84.51,86.4
734098,2010-11-22,56.9,87.0,81.13,75.05,76.82,84.34,86.42
734099,2010-11-23,56.9,87.0,81.87,75.13,76.96,84.17,86.45
734100,2010-11-24,56.9,87.0,82.6,75.22,77.09,83.99,86.48
734101,2010-11-25,56.9,87.0,83.33,75.3,77.22,83.82,86.51
734102,2010-11-26,56.9,87.0,84.07,75.38,77.36,83.65,86.53
734103,2010-11-27,56.9,87.0,84.8,75.47,77.49,83.48,86.56
734104,2010-11-28,56.9,87.0,85.53,75.55,77.62,83.34,86.59
734105,2010-11-29,56.9,87.0,86.27,75.63,77.76,83.2,86.62
734106,2010-11-30,56.9,87.0,87.0,76.0,77.81,83.06,86.64
734107,2010-12-01,56.6,85.0,86.93,76.33,77.84,82.91,86.72
734108,2010-12-02,56.6,85.0,86.87,76.67,77.88,82.76,86.79
734109,2010-12-03,56.6,85.0,86.8,77.0,77.91,82.61,86.87
734110,2010-12-04,56.6,85.0,86.73,77.33,77.94,82.46,86.94
734111,2010-12-05,56.6,85.0,86.67,77.67,77.98,82.31,87.01
734112,2010-12-06,56.6,85.0,86.6,78.0,78.01,82.16,87.09
734113,2010-12-07,56.6,85.0,86.53,78.33,78.04,82.01,87.16
734114,2010-12-08,56.6,85.0,86.47,78.67,78.08,81.86,87.24
734115,2010-12-09,56.6,85.0,86.4,79.0,78.11,81.71,87.31
734116,2010-12-10,56.6,85.0,86.33,79.33,78.14,81.56,87.38
734117,2010-12-11,56.6,85.0,86.27,79.67,78.18,81.41,87.46
734118,2010-12-12,56.6,85.0,86.2,80.0,78.21,81.26,87.53
734119,2010-12-13,56.6,85.0,86.13,80.33,78.24,81.11,87.61
734120,2010-12-14,56.6,85.0,86.07,80.67,78.28,80.96,87.68
734121,2010-12-15,56.6,85.0,86.0,81.0,78.31,80.81,87.75
734122,2010-12-16,56.6,85.0,85.93,81.33,78.34,80.66,87.83
734123,2010-12-17,56.6,85.0,85.87,81.67,78.38,80.51,87.9
734124,2010-12-18,56.6,85.0,85.8,82.0,78.41,80.36,87.98
734125,2010-12-19,56.6,85.0,85.73,82.33,78.44,80.21,88.05
734126,2010-12-20,56.6,85.0,85.67,82.67,78.48,80.06,88.12
734127,2010-12-21,56.6,85.0,85.6,83.0,78.51,79.91,88.2
734128,2010-12-22,56.6,85.0,85.53,83.33,78.54,79.76,88.27
734129,2010-12-23,56.6,85.0,85.47,83.67,78.58,79.61,88.35
734130,2010-12-24,56.6,85.0,85.4,84.0,78.61,79.46,88.42
734131,2010-12-25,56.6,85.0,85.33,84.33,78.64,79.31,88.49
734132,2010-12-26,56.6,85.0,85.27,84.67,78.68,79.16,88.57
734133,2010-12-27,56.6,85.0,85.2,85.0,78.71,79.01,88.64
734134,2010-12-28,56.6,85.0,85.13,85.33,78.74,79.03,88.72
734135,2010-12-29,56.6,85.0,85.07,85.67,78.78,79.06,88.79
734136,2010-12-30,56.6,85.0,85.0,86.0,79.0,79.08,88.86
734137,2010-12-31,56.6,85.0,85.0,85.97,79.22,79.1,88.94
734138,2011-01-01,56.6,85.0,85.0,85.93,79.44,79.12,89.01
734139,2011-01-02,56.6,85.0,85.0,85.9,79.67,79.14,89.08
734140,2011-01-03,58.5,102.0,85.57,86.15,80.08,79.26,89.21
734141,2011-01-04,58.5,102.0,86.13,86.4,80.49,79.38,89.29
734142,2011-01-05,58.5,102.0,86.7,86.65,80.9,79.49,89.38
734143,2011-01-06,58.5,102.0,87.27,86.9,81.31,79.61,89.47
734144,2011-01-07,58.5,102.0,87.83,87.15,81.72,79.73,89.56
734145,2011-01-08,58.5,102.0,88.4,87.4,82.13,79.84,89.64
734146,2011-01-09,58.5,102.0,88.97,87.65,82.54,79.96,89.73
734147,2011-01-10,58.5,102.0,89.53,87.9,82.96,80.08,89.82
734148,2011-01-11,58.5,102.0,90.1,88.15,83.37,80.19,89.91
734149,2011-01-12,58.5,102.0,90.67,88.4,83.78,80.31,89.99
734150,2011-01-13,58.5,102.0,91.23,88.65,84.19,80.43,90.08
734151,2011-01-14,58.5,102.0,91.8,88.9,84.6,80.54,90.17
734152,2011-01-15,58.5,102.0,92.37,89.15,85.01,80.66,90.26
734153,2011-01-16,58.5,102.0,92.93,89.4,85.42,80.78,90.35
734154,2011-01-17,58.5,102.0,93.5,89.65,85.83,80.89,90.43
734155,2011-01-18,58.5,102.0,94.07,89.9,86.24,81.01,90.52
734156,2011-01-19,58.5,102.0,94.63,90.15,86.66,81.13,90.61
734157,2011-01-20,58.5,102.0,95.2,90.4,87.07,81.24,90.7
734158,2011-01-21,58.5,102.0,95.77,90.65,87.48,81.36,90.78
734159,2011-01-22,58.5,102.0,96.33,90.9,87.89,81.48,90.87
734160,2011-01-23,58.5,102.0,96.9,91.15,88.3,81.59,90.96
734161,2011-01-24,58.5,102.0,97.47,91.4,88.71,81.71,91.05
734162,2011-01-25,58.5,102.0,98.03,91.65,89.12,81.83,91.13
734163,2011-01-26,58.5,102.0,98.6,91.9,89.53,81.94,91.22
734164,2011-01-27,58.5,102.0,99.17,92.15,89.94,82.06,91.31
734165,2011-01-28,58.5,102.0,99.73,92.4,90.36,82.18,91.4
734166,2011-01-29,58.5,102.0,100.3,92.65,90.77,82.33,91.48
734167,2011-01-30,58.5,102.0,100.87,92.93,90.93,82.48,91.57
734168,2011-01-31,58.5,102.0,101.43,93.22,91.1,82.63,91.66
734169,2011-02-01,60.8,122.0,102.67,93.83,91.49,82.89,91.72
734170,2011-02-02,60.8,122.0,103.33,94.45,91.88,83.15,91.78
734171,2011-02-03,60.8,122.0,104.0,95.07,92.27,83.41,91.83
734172,2011-02-04,60.8,122.0,104.67,95.68,92.66,83.67,91.89
734173,2011-02-05,60.8,122.0,105.33,96.3,93.04,83.93,91.95
734174,2011-02-06,60.8,122.0,106.0,96.92,93.43,84.19,92.01
734175,2011-02-07,60.8,122.0,106.67,97.53,93.82,84.46,92.06
734176,2011-02-08,60.8,122.0,107.33,98.15,94.21,84.72,92.12
734177,2011-02-09,60.8,122.0,108.0,98.77,94.6,84.98,92.18
734178,2011-02-10,60.8,122.0,108.67,99.38,94.99,85.24,92.24
734179,2011-02-11,60.8,122.0,109.33,100.0,95.38,85.5,92.29
734180,2011-02-12,60.8,122.0,110.0,100.62,95.77,85.76,92.35
734181,2011-02-13,60.8,122.0,110.67,101.23,96.16,86.02,92.41
734182,2011-02-14,60.8,122.0,111.33,101.85,96.54,86.28,92.47
734183,2011-02-15,60.8,122.0,112.0,102.47,96.93,86.54,92.52
734184,2011-02-16,60.8,122.0,112.67,103.08,97.32,86.81,92.58
734185,2011-02-17,60.8,122.0,113.33,103.7,97.71,87.07,92.64
734186,2011-02-18,60.8,122.0,114.0,104.32,98.1,87.33,92.7
734187,2011-02-19,60.8,122.0,114.67,104.93,98.49,87.59,92.75
734188,2011-02-20,60.8,122.0,115.33,105.55,98.88,87.85,92.81
734189,2011-02-21,60.8,122.0,116.0,106.17,99.27,88.11,92.87
734190,2011-02-22,60.8,122.0,116.67,106.78,99.66,88.37,92.93
734191,2011-02-23,60.8,122.0,117.33,107.4,100.04,88.63,92.98
734192,2011-02-24,60.8,122.0,118.0,108.02,100.43,88.89,93.04
734193,2011-02-25,60.8,122.0,118.67,108.63,100.82,89.16,93.1
734194,2011-02-26,60.8,122.0,119.33,109.25,101.21,89.42,93.16
734195,2011-02-27,60.8,122.0,120.0,109.87,101.6,89.68,93.21
734196,2011-02-28,60.8,122.0,120.67,110.48,101.99,89.9,93.27
734197,2011-03-01,61.4,127.0,121.5,111.18,102.46,90.15,93.39
734198,2011-03-02,61.4,127.0,122.33,111.88,102.92,90.4,93.51
734199,2011-03-03,61.4,127.0,122.5,112.58,103.39,90.65,93.62
734200,2011-03-04,61.4,127.0,122.67,113.0,103.86,90.9,93.74
734201,2011-03-05,61.4,127.0,122.83,113.42,104.32,91.15,93.86
734202,2011-03-06,61.4,127.0,123.0,113.83,104.79,91.4,93.98
734203,2011-03-07,61.4,127.0,123.17,114.25,105.26,91.65,94.1
734204,2011-03-08,61.4,127.0,123.33,114.67,105.72,91.9,94.21
734205,2011-03-09,61.4,127.0,123.5,115.08,106.19,92.15,94.33
734206,2011-03-10,61.4,127.0,123.67,115.5,106.66,92.4,94.45
734207,2011-03-11,61.4,127.0,123.83,115.92,107.12,92.65,94.57
734208,2011-03-12,61.4,127.0,124.0,116.33,107.59,92.9,94.68
734209,2011-03-13,61.4,127.0,124.17,116.75,108.06,93.15,94.8
734210,2011-03-14,61.4,127.0,124.33,117.17,108.52,93.4,94.92
734211,2011-03-15,61.4,127.0,124.5,117.58,108.99,93.65,95.04
734212,2011-03-16,61.4,127.0,124.67,118.0,109.46,93.9,95.16
734213,2011-03-17,61.4,127.0,124.83,118.42,109.92,94.15,95.27
734214,2011-03-18,61.4,127.0,125.0,118.83,110.39,94.4,95.39
734215,2011-03-19,61.4,127.0,125.17,119.25,110.86,94.65,95.51
734216,2011-03-20,61.4,127.0,125.33,119.67,111.32,94.9,95.63
734217,2011-03-21,61.4,127.0,125.5,120.08,111.79,95.15,95.75
734218,2011-03-22,61.4,127.0,125.67,120.5,112.26,95.4,95.86
734219,2011-03-23,61.4,127.0,125.83,120.92,112.72,95.65,95.98
734220,2011-03-24,61.4,127.0,126.0,121.33,113.19,95.9,96.1
734221,2011-03-25,61.4,127.0,126.17,121.75,113.66,96.15,96.22
734222,2011-03-26,61.4,127.0,126.33,122.17,114.12,96.4,96.33
734223,2011-03-27,61.4,127.0,126.5,122.58,114.59,96.65,96.45
734224,2011-03-28,61.4,127.0,126.67,123.0,115.06,96.9,96.57
734225,2011-03-29,61.4,127.0,126.83,123.42,115.52,97.15,96.69
734226,2011-03-30,61.4,127.0,127.0,123.83,115.99,97.49,96.81
734227,2011-03-31,61.4,127.0,127.0,124.25,116.46,97.84,96.92
734228,2011-04-01,61.2,125.0,126.93,124.63,116.9,98.17,96.96
734229,2011-04-02,61.2,125.0,126.87,124.68,117.34,98.51,97.0
734230,2011-04-03,61.2,125.0,126.8,124.73,117.6,98.84,97.04
734231,2011-04-04,61.2,125.0,126.73,124.78,117.86,99.17,97.08
734232,2011-04-05,61.2,125.0,126.67,124.83,118.11,99.51,97.12
734233,2011-04-06,61.2,125.0,126.6,124.88,118.37,99.84,97.15
734234,2011-04-07,61.2,125.0,126.53,124.93,118.62,100.17,97.19
734235,2011-04-08,61.2,125.0,126.47,124.98,118.88,100.51,97.23
734236,2011-04-09,61.2,125.0,126.4,125.03,119.13,100.84,97.27
734237,2011-04-10,61.2,125.0,126.33,125.08,119.39,101.17,97.31
734238,2011-04-11,61.2,125.0,126.27,125.13,119.64,101.51,97.35
734239,2011-04-12,61.2,125.0,126.2,125.18,119.9,101.84,97.38
734240,2011-04-13,61.2,125.0,126.13,125.23,120.16,102.17,97.42
734241,2011-04-14,61.2,125.0,126.07,125.28,120.41,102.51,97.46
734242,2011-04-15,61.2,125.0,126.0,125.33,120.67,102.84,97.5
734243,2011-04-16,61.2,125.0,125.93,125.38,120.92,103.17,97.54
734244,2011-04-17,61.2,125.0,125.87,125.43,121.18,103.51,97.58
734245,2011-04-18,61.2,125.0,125.8,125.48,121.43,103.84,97.61
734246,2011-04-19,61.2,125.0,125.73,125.53,121.69,104.17,97.65
734247,2011-04-20,61.2,125.0,125.67,125.58,121.94,104.51,97.69
734248,2011-04-21,61.2,125.0,125.6,125.63,122.2,104.84,97.73
734249,2011-04-22,61.2,125.0,125.53,125.68,122.46,105.17,97.77
734250,2011-04-23,61.2,125.0,125.47,125.73,122.71,105.51,97.81
734251,2011-04-24,61.2,125.0,125.4,125.78,122.97,105.84,97.84
734252,2011-04-25,61.2,125.0,125.33,125.83,123.22,106.17,97.88
734253,2011-04-26,61.2,125.0,125.27,125.88,123.48,106.51,97.92
734254,2011-04-27,61.2,125.0,125.2,125.93,123.73,106.84,97.96
734255,2011-04-28,61.2,125.0,125.13,125.98,123.99,107.17,98.0
734256,2011-04-29,61.2,125.0,125.07,126.03,124.24,107.51,98.04
734257,2011-04-30,61.2,125.0,125.0,126.0,124.5,107.72,98.07
734258,2011-05-01,61.2,125.0,125.0,125.97,124.76,107.93,98.11
734259,2011-05-02,60.4,118.0,124.77,125.82,124.71,108.1,98.13
734260,2011-05-03,60.4,118.0,124.53,125.67,124.67,108.27,98.13
734261,2011-05-04,60.4,118.0,124.3,125.52,124.62,108.44,98.13
734262,2011-05-05,60.4,118.0,124.07,125.37,124.58,108.62,98.13
734263,2011-05-06,60.4,118.0,123.83,125.22,124.53,108.79,98.13
734264,2011-05-07,60.4,118.0,123.6,125.07,124.49,108.96,98.13
734265,2011-05-08,60.4,118.0,123.37,124.92,124.44,109.13,98.13
734266,2011-05-09,60.4,118.0,123.13,124.77,124.4,109.31,98.13
734267,2011-05-10,60.4,118.0,122.9,124.62,124.36,109.48,98.13
734268,2011-05-11,60.4,118.0,122.67,124.47,124.31,109.65,98.13
734269,2011-05-12,60.4,118.0,122.43,124.32,124.27,109.82,98.13
734270,2011-05-13,60.4,118.0,122.2,124.17,124.22,109.99,98.13
734271,2011-05-14,60.4,118.0,121.97,124.02,124.18,110.17,98.13
734272,2011-05-15,60.4,118.0,121.73,123.87,124.13,110.34,98.13
734273,2011-05-16,60.4,118.0,121.5,123.72,124.09,110.51,98.13
734274,2011-05-17,60.4,118.0,121.27,123.57,124.04,110.68,98.13
